identifier,group
A0AAN9V7F9_IPR045860_1_16-113,none
A0ABD0Y7A6_IPR031424_1_20-163,none
T1FHP3_IPR031424_1_37-115,Quiver
A0A077Z0B6_IPR045860_1_53-137,Quiver
A0A0B2W0J0_IPR045860_1_2-77,mixture
A0A0C2FSU3_IPR045860_1_16-89,mixture
A0A3M6U108_IPR045860_1_1-73,none
A0A3M7S8Y0_IPR045860_1_20-114,none
A0A4C1VGM8_IPR045860_1_233-296,none
A0A4V5ZYF6_IPR045860_1_19-99,mixture
A0A5N4A6G8_IPR045860_1_20-98,mixture
A0A7I8V5T3_IPR045860_1_17-132,none
A0AAD1TA13_IPR045860_1_11-72,Ly6
A0AAN9Z724_IPR016054_1_20-119,mixture
A0AAV5TGY1_IPR045860_1_9-91,mixture
A0AAV7Q439_IPR016054_1_135-230,Ly6
A6HS05_IPR051445_1_2-93,Ly6
F6W179_IPR016054_1_389-462,mostly_Ly6
A0A485N7F4_IPR045860_1_1-79,none
A0A8J6AP99_IPR045860_1_159-208,none
A0A8M1FMM8_IPR045860_1_11-65,Ly6
A0A8S3T3W9_IPR045860_1_33-92,none
A0A914ITD3_IPR045860_1_469-533,none
A0A915AQ63_IPR045860_1_14-95,none
A0A922HWM7_IPR045860_1_189-258,none
A0A9J6FJA2_IPR045860_2_260-335,none
A0A9P1HH40_IPR045860_1_23-110,none
A0AA35KPM3_IPR045860_1_104-193,mixture
A0AA36HBF4_IPR045860_1_43-111,Quiver
A0AA39I7H4_IPR045860_1_20-82,none
A0AAU9W6W5_IPR045860_1_22-108,mixture
A0AAV7HWB9_IPR045860_3_118-180,none
A0AAW0MFM6_IPR045860_1_5-54,Ly6
E2AU71_IPR045860_1_231-289,none
E4WSQ4_IPR045860_1_2-118,none
J7H3I1_IPR045860_1_35-132,none
Centipede3FTx_0012_984703,manually_annotated
Centipede3FTx_0140_1255758,manually_annotated
A0A8J9Z921_IPR045860_2_11-93,mixture
A0A8C9JP44_IPR045860_1_32-84,none
A0AA39MC99_IPR045860_1_12-92,none
A0AAN8BWB3_IPR045860_1_17-72,none
A0A2K6FUC7_IPR016054_1_130-181,Ly6
A0A7J8BAY1_IPR051445_1_45-121,mixture
A0A803T097_IPR045860_2_113-189,Ly6
A0A8C6G4T4_IPR016054_2_12-92,mixture
A0A8C8ZD79_IPR045860_3_211-280,mixture
A0AAV7MS16_IPR016054_1_19-100,Ly6
G1U647_IPR026524_1_4-124,none
A0A068WMH4_IPR045860_1_37-139,mixture
A0A0T6B6S3_IPR031424_1_22-133,mixture
A0A0N5BVY0_IPR045860_1_32-99,mixture
A0A1S3IMF4_IPR045860_1_21-96,mixture
A0A267G212_IPR045860_1_35-111,mixture
A0A2I5KCC1_IPR045860_1_22-131,none
A0A2P1DVD9_IPR045860_1_24-125,none
A0A7L3V3L4_IPR045860_1_100-208,mostly_Ly6
A0AAV7V3C6_IPR045860_1_12-88,none
A0A9J7HAX0_IPR038773_1_34-166,none
A0A0B2W4U8_IPR016054_1_131-222,Ly6
A0A151MW29_IPR045860_3_115-198,Ly6
A0A212DDM8_IPR016054_2_5-77,Ly6
A0A2J8IXP7_IPR016054_2_89-153,none
A0A8B6F514_IPR045860_1_60-144,Ly6
A0A9Q1E5R8_IPR045860_2_20-79,Ly6
A0AA35KNY3_IPR016054_2_22-112,mixture
A0AA35PCS3_IPR016054_2_396-445,Ly6
A0AAW1AWW4_IPR045860_1_9-61,Ly6
W5LVP5_IPR045860_1_3-53,mostly_Ly6
A0A2U9AV81_IPR039457_1_3-54,mixture
A0A0N5CCS6_IPR031424_1_67-161,Quiver
A0A7J7K703_IPR031424_1_20-92,none
A0A8B7YKX8_IPR031424_1_21-134,Quiver
A0A8J6HAG2_IPR031424_1_268-342,mixture
A0AAJ6VZY4_IPR031424_1_28-113,mixture
A0ABD0SQC7_IPR031424_1_5-76,none
A0A068X2C6_IPR045860_1_1-74,none
A0A0B2V788_IPR045860_1_40-119,none
A0A139WKZ1_IPR045860_1_19-105,mixture
A0A1I7Z4P0_IPR045860_1_20-117,none
A0A1J1IMZ0_IPR045860_1_172-248,none
A0AA35VVV1_IPR016054_1_6-80,Ly6
A0AA97KEJ2_IPR045860_2_1-68,Ly6
A0AAD1T6T7_IPR045860_1_41-120,Ly6
A0A7L0LNB4_IPR045860_1_33-97,none
A0AAV7UJD8_IPR045860_1_6-89,mixture
A0A7J7KIG9_IPR031424_1_23-118,mixture
A0A9P0JJI4_IPR031424_1_59-134,none
A0A9P0P6C9_IPR045860_1_22-118,mixture
A0A9X6RK53_IPR031424_1_34-86,Quiver
A0AAD8AAZ8_IPR031424_1_21-128,Quiver
A0AAV8YRX0_IPR045860_1_23-110,mixture
A0A074ZFN4_IPR045860_1_116-168,Ly6
A0A0N1PIF7_IPR045860_1_2-80,Quiver
A0A1D1UJY4_IPR045860_1_22-124,Ly6
A0A2B4T2Y2_IPR045860_1_22-110,Ly6
A0A2G8KWS2_IPR045860_1_32-136,none
A0A3B0JWF2_IPR045860_1_25-94,none
A0A914GSD6_IPR045860_1_1491-1597,none
A0A9P1ACE4_IPR045860_1_66-144,none
A0A9W9ZGI0_IPR045860_1_1-53,none
A0AA88IY44_IPR045860_1_19-98,none
A0AAD6BQA0_IPR045860_1_55-129,none
A0AAD9MV61_IPR045860_1_19-83,none
A0AAD9QVN7_IPR045860_1_40-125,none
A0AAV3Z6A2_IPR045860_1_23-99,mixture
A0AAW1KMF1_IPR045860_1_29-131,none
A0ABD6EHK3_IPR045860_1_20-115,none
Q5MPP8_IPR045860_1_18-110,none
Q95QW3_IPR045860_1_26-100,Ly6
Centipede3FTx_0089_984703,manually_annotated
A0A7N5P423_IPR045860_1_189-316,none
A0A817HP88_IPR045860_1_166-222,none
A0A8C4TYQ7_IPR045860_1_16-78,none
A0A9F5IM03_IPR016054_1_17-108,Ly6
A0AAA9TGG3_IPR045860_1_42-99,none
A0A9D3NIU9_IPR045860_2_19-109,Ly6
A0A9W3FUM6_IPR016054_2_221-281,mixture
E4YLF4_IPR039457_1_13-152,Ly6
A0A0D8Y5C3_IPR031424_1_2-113,mixture
A0A0M4EAF4_IPR031424_1_3-73,none
A0A1I8ND66_IPR031424_1_23-119,mixture
A0A1S3GZW2_IPR031424_1_23-125,mixture
A0A1S3JP86_IPR031424_1_43-130,none
A0A226DSS2_IPR031424_1_23-131,none
A0A2A6B8J1_IPR045860_1_16-106,mixture
A0A8J2PMA0_IPR031424_1_24-141,none
A0A8K0FVX6_IPR031424_1_24-131,mixture
A0AAE0SAA0_IPR031424_1_25-125,none
E4XG26_IPR031424_1_138-231,none
A0A0F6QGK1_IPR045860_1_11-89,mixture
A0A0N4ZKX4_IPR045860_1_21-82,none
A0A151NC87_IPR045860_1_158-243,mixture
A0A1D1VT78_IPR045860_1_98-207,none
A0A1I7RVE4_IPR045860_1_17-110,mixture
A0A1I8HBH6_IPR045860_1_513-614,none
A0A2C9K422_IPR045860_1_14-69,none
A0A2W1BZJ9_IPR045860_1_23-86,none
A0A3B3SFP9_IPR045860_1_18-91,Ly6
A0A3R7MKN0_IPR045860_1_4-77,mixture
A0A4U5ME25_IPR045860_1_30-128,Ly6
A0A674H6K9_IPR045860_1_33-108,none
A0A6B0VCD7_IPR045860_1_60-143,none
A0A7I4YUC0_IPR045860_1_57-138,mixture
A0A7S0R1K6_IPR045860_1_55-125,Ly6
A0A8J1UDI6_IPR045860_1_21-90,none
A0A914JL77_IPR045860_1_250-317,none
A0A914P0I3_IPR045860_1_7-62,Ly6
A0A914WNB6_IPR045860_1_59-178,none
A0A915BVS1_IPR045860_1_27-134,mixture
A0A915PZ67_IPR045860_1_7-64,none
A0A9D4L0N9_IPR045860_1_2-57,none
A0A9P1IVJ9_IPR045860_1_16-107,mixture
A0AA39F6L5_IPR045860_1_16-106,none
A0A6J3DA86_IPR045860_1_21-76,mixture
A0A6P5A2A8_IPR045860_2_37-126,Ly6
A0A7F8QAG4_IPR045860_1_89-140,Ly6
A0A8C5QS38_IPR045860_2_242-325,mixture
A0A8R1YLV9_IPR016054_1_5-66,Ly6
A0A974CDU6_IPR045860_1_17-166,Ly6
A0A9F5IW75_IPR016054_1_29-135,Ly6
A0AAV5T1P7_IPR045860_1_14-95,mixture
A0AAV5VD36_IPR045860_1_14-96,Ly6
A0AAV6Z5N0_IPR045860_1_60-145,Ly6
A0ABD2NYW7_IPR045860_1_27-107,none
C3ZZL6_IPR045860_1_583-641,none
Q0GAP6_IPR045860_1_20-81,none
A0A8D9BNI4_IPR045860_1_20-113,Quiver
A0A8J2WEI1_IPR045860_1_25-109,mixture
A0A8R2D7F4_IPR045860_1_17-111,mixture
A0A9Y3S0M1_IPR045860_1_307-377,none
A0AA39HM97_IPR045860_1_20-105,mixture
A0AA39M7A2_IPR045860_1_134-204,none
A0AAN4ZHP0_IPR045860_1_23-95,Ly6
A0AAV2QD99_IPR045860_1_46-100,none
A0AAV4DMW8_IPR045860_1_26-88,none
A0AAV5TF97_IPR045860_1_2-72,none
A0ABD3WS81_IPR045860_1_27-79,none
G5CTM2_IPR045860_1_23-116,none
Centipede3FTx_0008_61981,mixture
Centipede3FTx_0040_60158,mixture
Centipede3FTx_0072_61981,manually_annotated
Q2VBN1_IPR045860_1_14-85,mixture
V8N440_IPR003571_1_1-84,none
H9G8X6_IPR045860_2_210-286,Ly6
P0DQX3_IPR045860_2_95-157,mixture
A0A0K0E8P7_IPR031424_1_39-119,Quiver
A0A0T6B2U3_IPR031424_1_21-134,none
A0A6A0GXP2_IPR031424_1_7-107,mixture
A0A8C9J9W8_IPR051445_1_3-71,Ly6
A0A0C9Q3W5_IPR045860_1_27-110,none
A0A0V0XGJ1_IPR045860_1_23-115,none
A0A182NM64_IPR045860_1_59-148,none
A0A4Z2ITI9_IPR045860_1_71-144,none
A0A5A9PIR8_IPR045860_1_115-167,none
A0A653BZP5_IPR045860_1_25-99,mixture
A0A8B7Y2P5_IPR045860_1_18-113,mixture
A0A8B8F9V4_IPR031424_1_29-79,none
A0A8J2J8C2_IPR031424_1_34-125,Quiver
A0A9X6NDI1_IPR031424_2_139-238,Ly6
A0AAV8WFF7_IPR031424_1_25-136,none
A0A026WXJ4_IPR045860_1_1-62,none
A0A0L8FP07_IPR045860_1_1-84,none
A0A2G5SEQ4_IPR045860_1_27-106,none
A0A2I4AR90_IPR045860_1_16-83,mixture
A0A443SL88_IPR045860_1_4-105,none
A0A4U5LUR5_IPR045860_1_72-154,mixture
A0A6I9WVB5_IPR045860_1_22-100,mixture
A0A7J5XAJ6_IPR045860_1_23-97,none
A0A7M5WWS9_IPR045860_1_13-112,none
A0A7R9BZU8_IPR045860_1_6-120,none
A0A813QV19_IPR045860_1_43-97,none
A0A814ET11_IPR045860_1_41-100,mixture
A0A816AGA0_IPR045860_1_5-119,Ly6
A0A816MZY2_IPR045860_1_5-95,mixture
A0A818AUG9_IPR045860_1_44-109,none
A0A8B8DLP4_IPR045860_1_57-131,Quiver
A0A8C2ZCX5_IPR045860_1_19-91,mixture
A0A8C6LK83_IPR045860_1_27-121,none
A0A8C6VN86_IPR045860_1_114-200,mixture
T1FB38_IPR045860_1_12-101,none
W8AZ14_IPR045860_1_27-99,mixture
Centipede3FTx_0045_60158,manually_annotated
Centipede3FTx_0077_61981,manually_annotated
A0A098LYH6_IPR045860_1_13-92,mixture
A0A3B1ISK3_IPR016054_1_43-132,mixture
A0A3M7Q1X2_IPR045860_1_22-121,none
A0A8B6CMS2_IPR035076_1_23-72,none
A0A8D0BLR1_IPR045860_1_18-75,none
A0AAV7V326_IPR045860_1_16-126,none
G7PD21_IPR045860_1_47-101,none
A0A674J103_IPR045860_2_119-171,mixture
A0A7J8BB03_IPR051445_1_24-122,mixture
A0A8T1RYG7_IPR045860_2_119-196,mixture
A0AA97KDG8_IPR045860_1_76-156,mixture
A0AA97LL31_IPR045860_3_107-193,mostly_Ly6
A0AAD1SXJ9_IPR045860_1_2-75,Ly6
A0AAV7Q0A2_IPR045860_2_111-215,Ly6
A0AAW1AWV1_IPR045860_6_1-70,Ly6
A0A8C1EVR4_IPR045860_1_71-129,none
A0A8C1KXS0_IPR045860_1_84-135,mixture
A0A8C6Z7D6_IPR045860_1_23-78,none
A0A8C7ZF54_IPR045860_1_18-73,mixture
A0A8S9YT03_IPR045860_1_16-94,mixture
A0A913X5E8_IPR045860_1_141-238,none
A0A914SUI1_IPR045860_1_21-95,none
A0A9D4DCW9_IPR045860_1_128-204,mixture
A0A9Q0RI29_IPR045860_1_1-77,none
L8YE21_IPR045860_1_1-53,none
Centipede3FTx_0120_60158,manually_annotated
L9KLR5_IPR042339_1_1-54,none
A0A813PAN9_IPR045860_1_19-101,mixture
A0A7J7YNW4_IPR038773_1_1-140,mixture
A0A8C6GIG4_IPR038773_1_57-250,mixture
A0A0F7JJU4_IPR045860_2_115-190,mixture
A0A1A6HFC6_IPR045860_1_46-181,Ly6
A0A7N5KJR1_IPR016054_1_29-125,mixture
A0AA97KF86_IPR045860_1_20-98,mixture
A0AAA9T1I4_IPR045860_1_2-62,Ly6
A0AAD1T3X3_IPR045860_2_118-202,mostly_Ly6
A0AAV7Q3X5_IPR045860_1_424-512,mixture
G1QG83_IPR045860_1_18-101,mixture
A0A164XA57_IPR039457_1_18-127,Ly6
A0A7J7KSY4_IPR039457_1_41-163,none
A0ABD2WFA1_IPR031424_1_25-117,none
A0A0B1SWC8_IPR045860_1_24-116,none
A0A0K0E9Y5_IPR045860_1_6-97,Ly6
A0A0R3RWQ8_IPR045860_1_27-98,none
A0A182E678_IPR045860_1_22-107,mixture
A0A1W4XFK3_IPR045860_1_18-116,none
A0A212EMN2_IPR045860_1_5-68,none
A0A2A6B9Z5_IPR045860_1_53-176,none
A0A3M7RCI7_IPR045860_1_169-241,Ly6
A0A7E4UNJ0_IPR045860_1_19-90,mixture
A0A7S0VUB8_IPR045860_1_14-105,Ly6
A0A813NKV6_IPR045860_1_19-90,none
A0A8J4T8B0_IPR045860_1_5-54,mixture
A0A8K0EHZ8_IPR045860_1_19-122,mixture
A0A8S4SKC7_IPR045860_1_1-54,none
A0A8S9ZVH1_IPR045860_1_45-126,mixture
A0A8T1MDE9_IPR045860_1_21-92,mixture
A0A913XL13_IPR045860_1_490-566,none
A0A9X0CE68_IPR045860_1_174-265,none
A0AA36CEM3_IPR045860_1_7-62,none
A0AAE2D5S9_IPR045860_1_40-103,mixture
A0AAF3F2F2_IPR045860_1_34-110,Ly6
A0AAV2JAK8_IPR045860_1_66-133,mixture
A0AAV2TLD3_IPR045860_1_48-111,Ly6
A0AAV6ZLS9_IPR045860_1_1-68,mixture
A0AAW0Y0S8_IPR045860_1_21-84,mixture
W5M4X6_IPR045860_1_87-141,mostly_Ly6
Centipede3FTx_0059_1255758,mostly_manually_annotated
Centipede3FTx_0123_60158,manually_annotated
A0A914GLY3_IPR045860_1_8-71,none
A0A3Q2HYF9_IPR039237_1_66-164,Ly6
A0A0K2VB75_IPR035076_1_21-72,mixture
A0A672HXW0_IPR045860_2_8-80,mixture
A0A8C0CF61_IPR045860_1_20-86,none
A0A7M7GRR2_IPR045860_1_31-144,none
A0A7R9ANT5_IPR045860_1_84-146,none
A0A7S3D9X3_IPR045860_1_21-86,none
A0A814NIW3_IPR045860_1_20-90,mixture
A0A8B7ZBH0_IPR045860_1_25-115,mixture
A0A8C3F363_IPR045860_1_18-124,none
A0A8J9V6N6_IPR045860_1_9-59,Ly6
A0A8M1MQ92_IPR045860_1_13-67,none
A0A8S3Z4R5_IPR045860_1_1-86,mixture
A0A914UKU9_IPR045860_1_20-106,mixture
A0A9D4F3Z0_IPR045860_1_343-409,none
A0A9J7L2Y8_IPR045860_1_96-184,none
A0AA35VPJ0_IPR045860_1_25-111,mixture
A0AA36FZF4_IPR045860_1_1-55,none
A0AA36GWY8_IPR045860_1_18-97,mixture
A0AAD9NG65_IPR045860_1_230-283,none
A0ABD0N8X1_IPR045860_1_1-56,none
D2VQS4_IPR045860_1_25-111,mixture
H9G8Z4_IPR045860_1_16-101,mixture
K1PX19_IPR045860_2_81-148,mixture
L7MHT0_IPR045860_1_2-74,none
R7UXY0_IPR045860_1_94-150,Ly6
T1J6C3_IPR045860_1_11-91,Ly6
A0A0N4V1D2_IPR045860_1_21-93,none
A0A1B0GXA9_IPR045860_1_21-86,none
A0A1X7VDD8_IPR045860_1_128-242,none
A0A210QJ17_IPR045860_1_35-127,none
A0A2I3SXH2_IPR045860_1_25-101,none
A0A9B0U280_IPR016054_1_21-101,mostly_Ly6
A0A9L0SSL3_IPR045860_2_59-112,mixture
G1UJB0_IPR045860_2_20-114,mostly_Ly6
K7E0K4_IPR016054_3_208-300,none
A0A7M5VET2_IPR045860_1_1-98,none
A0A813PZ80_IPR045860_1_21-87,mixture
A0A818U6W1_IPR045860_1_9-102,mixture
A0A820SNE3_IPR045860_1_69-132,none
A0A8C1VYQ5_IPR045860_1_22-81,mixture
A0A8D8EYL6_IPR045860_1_27-148,none
A0A914IDC6_IPR045860_1_41-96,none
A0A914Z0P7_IPR045860_1_116-196,none
A0A9Q0YDX6_IPR045860_1_30-121,none
A0AAV5TAP5_IPR045860_1_21-102,mixture
A0AAV7T9C4_IPR045860_1_19-85,none
A0ABD1DX19_IPR045860_1_9-71,none
B4GU16_IPR045860_1_105-181,none
P0DPY0_IPR045860_1_22-106,mixture
Centipede3FTx_0004_61981,manually_annotated
Centipede3FTx_0036_60158,manually_annotated
Centipede3FTx_0100_984703,manually_annotated
A0A8C8T5K9_IPR026110_1_35-140,none
A0A820L598_IPR045860_1_27-77,none
A0A9D3S5X7_IPR016054_1_19-113,mixture
A0AAW0MGU5_IPR016054_1_35-92,Ly6
A0A6P8SIG0_IPR045860_1_116-202,mixture
A0A8C5QSE3_IPR045860_2_37-123,mixture
A0AAD9JMX5_IPR045860_1_29-114,Ly6
A0AAV1Q741_IPR016054_1_29-100,Ly6
A0AAW0H6Z6_IPR045860_1_18-90,Ly6
A0A182SJ17_IPR045860_1_10-115,mixture
A0A1D1VGW6_IPR031424_1_24-132,none
A0A1V9XC70_IPR031424_1_23-117,mixture
A0A3M7SL07_IPR031424_1_3-79,none
A0A1S3H0Z1_IPR045860_1_32-107,none
A0A1V9XGM2_IPR045860_1_3-66,none
A0A1X7VNV6_IPR045860_1_29-136,none
A0A260Z1G3_IPR045860_1_32-105,none
A0A3N0XLF4_IPR045860_1_22-82,none
A0A4U5NZH1_IPR045860_1_19-101,none
A0A6A0GZJ4_IPR045860_1_10-60,none
A0A8C4LH24_IPR045860_2_26-108,none
A0A8X6I8W4_IPR045860_1_77-130,none
A0A914IDL7_IPR045860_1_43-105,none
A0A974HX00_IPR045860_1_27-118,none
A0A9D3PWW3_IPR045860_1_25-139,none
A0A9D4B431_IPR045860_1_7-87,none
A0A9Q0YFA6_IPR045860_1_37-119,none
A0AA35WXI3_IPR045860_1_192-289,mixture
A0AA36H002_IPR045860_1_1-57,none
A0A8K0GPW3_IPR045860_1_20-142,Quiver
A0A8W8K4J3_IPR031424_1_23-111,Quiver
A0A914WZU6_IPR031424_1_27-149,mixture
A0A9C6XCY0_IPR031424_1_32-81,mixture
A0AAD8EN74_IPR031424_1_25-127,none
A0A0N5BF53_IPR045860_1_5-59,Ly6
A0A0V0UBI1_IPR045860_1_1-58,none
A0A1I7TRJ6_IPR045860_1_37-95,Quiver
A0A1I7YII5_IPR045860_1_29-124,none
A0A3P8PM98_IPR045860_1_30-81,mixture
A0A674NC48_IPR045860_1_26-86,Ly6
A0A6F9ACW7_IPR045860_1_3-82,none
A0A6G1S6S7_IPR045860_1_3-110,none
A0A6J0DST4_IPR045860_1_34-106,none
A0A7M4DZ02_IPR045860_1_32-95,none
A0A7R9KQA6_IPR045860_1_1-104,none
A0A814EJY6_IPR045860_1_192-247,none
A0A814PF60_IPR045860_1_15-104,Ly6
A0A8B6ERY4_IPR045860_1_19-100,mixture
A0A8B7DRJ4_IPR045860_1_22-104,mixture
A0A8B8EZV4_IPR045860_1_33-141,mixture
A0A8C4WMJ5_IPR045860_1_21-113,none
A0A8C5CHJ5_IPR045860_1_38-115,none
A0A2A6D034_IPR045860_1_57-149,none
A0A2K5H6W3_IPR045860_1_25-85,none
A0A672HY15_IPR045860_1_43-105,Ly6
A0A6P5A1G0_IPR045860_1_69-125,Ly6
A0A7M5X584_IPR045860_1_21-86,none
A0A834Y7F0_IPR045860_1_31-132,none
A0A4D9DQ93_IPR045860_1_5-88,mixture
A0A4U5M1C9_IPR045860_1_13-93,none
A0A5F9DD18_IPR045860_2_120-204,mixture
A0A673CMW7_IPR045860_1_1-62,none
A0A6I8Q673_IPR045860_1_22-78,none
A0A6J2WKY8_IPR045860_2_1-78,none
A0A6P8J5F2_IPR045860_1_29-134,Ly6
A0A6P8NVL9_IPR045860_1_19-99,none
A0A6P8R0I9_IPR045860_1_21-122,mixture
A0A7J7K4I5_IPR045860_1_100-196,none
A0A1D1W0Z2_IPR045860_1_21-110,mixture
A0A2J7RCP2_IPR031424_1_20-94,mixture
A0A419QDL7_IPR031424_1_49-135,mixture
A0A553PQ88_IPR031424_1_65-138,none
A0A6A4J1W8_IPR031424_1_23-124,none
A0A8D9EEC0_IPR045860_1_36-100,Quiver
A0A8S3ZD21_IPR045860_1_1-90,mixture
A0A9Q0MUQ9_IPR031424_1_22-152,Quiver
A0AAW1KEF1_IPR031424_1_22-122,none
A0A0A0QVT0_IPR045860_1_1-59,none
A0A0B1S3M7_IPR045860_1_18-91,mixture
A0A2G8KSN0_IPR045860_1_1-52,none
A0A369SFB3_IPR045860_1_30-118,none
A0A3M6V1V9_IPR045860_1_24-100,none
A0A482WBZ3_IPR045860_1_23-97,none
A0A4U5M1E1_IPR045860_1_33-149,none
A0A672J2F4_IPR045860_1_20-76,none
A0A6F9AWL3_IPR045860_3_79-133,mixture
A0A7J8AY79_IPR045860_1_29-112,none
A0A7K8YTB0_IPR045860_1_7-87,none
A0A7M5X6C4_IPR045860_1_26-115,none
A0A7R8W3R3_IPR045860_1_82-181,none
A0A811KAY1_IPR045860_1_14-122,Quiver
A0A816RLQ1_IPR045860_1_5-78,none
A0A821LEG1_IPR045860_2_139-203,none
A0A8B7PH04_IPR045860_1_27-104,mixture
A0A8C5MR88_IPR045860_1_23-95,mixture
A0A8I3WKN2_IPR045860_1_80-163,none
A0A8J9Z2A7_IPR045860_1_24-121,mixture
A0A913YSX5_IPR045860_1_1-83,none
A0A914IY65_IPR045860_1_181-248,none
A0A9N9T6H2_IPR045860_1_5-56,none
A0A9P1HRW4_IPR045860_1_35-101,mixture
A0A9W7WT82_IPR045860_1_8-63,Ly6
A0AA35PDW3_IPR045860_1_17-98,mixture
A0AA97KCV8_IPR045860_1_33-91,mixture
A0AAD9Q6B2_IPR045860_1_25-107,mixture
A0AAE1Q6Z9_IPR045860_1_4-71,Ly6
A0AAN7VHR4_IPR045860_1_15-112,mixture
A2BI28_IPR045860_1_15-83,none
T1GBA5_IPR045860_1_46-120,Ly6
Centipede3FTx_0016_60158,manually_annotated
Centipede3FTx_0080_61981,manually_annotated
A0A454XXZ8_IPR045860_1_9-90,mixture
A0A6P7ZHU5_IPR016054_1_21-102,mixture
A0A814ASR0_IPR045860_1_26-113,mixture
A0A7J7SCZ8_IPR045860_3_211-261,mixture
A0A8J1JZC7_IPR045860_1_104-177,Ly6
A0A8J1LAE3_IPR016054_1_18-111,Ly6
A0A8T1S1I7_IPR045860_1_114-183,none
A0A8T2IRT7_IPR045860_2_115-195,mostly_Ly6
A0AA40HIG7_IPR045860_1_38-190,Ly6
A0A6P8HNU1_IPR016054_1_22-103,mixture
A0A851KA47_IPR039457_1_1-82,mixture
A0A1B6EBJ6_IPR031424_1_5-77,none
A0A1W0WFV8_IPR031424_1_22-108,Quiver
A0A813SHY2_IPR031424_1_40-132,mostly_Quiver
A0A8S4PWZ4_IPR031424_1_125-235,mixture
A0A915DCF7_IPR031424_1_72-158,none
A0A9P0JQD5_IPR031424_1_24-109,mixture
A0AAD8AD41_IPR031424_1_21-105,none
A0AAW1L336_IPR031424_1_24-101,none
A0A085NDT4_IPR045860_1_28-150,mixture
A0A0K0DTX4_IPR045860_1_17-108,Ly6
A0A1I7UV27_IPR045860_1_12-86,none
A0A267H8E8_IPR045860_1_251-319,none
A0A2A6B673_IPR045860_1_17-106,none
A0A3Q1EFH7_IPR045860_1_1-54,none
A0A498NQ74_IPR045860_1_77-126,mixture
A0A4U5M488_IPR045860_1_21-104,mixture
A0A553PG42_IPR045860_1_25-155,none
A0A5N5SJ70_IPR045860_1_66-143,none
A0A6F9DVC4_IPR045860_1_19-124,none
A0A8C5CYP2_IPR045860_1_6-99,none
A0A8D3AVK4_IPR045860_1_2-76,none
A0A8D8NQM4_IPR045860_1_50-145,mixture
A0A8S9YVM8_IPR045860_1_19-84,none
A0A8T2L074_IPR045860_1_47-115,Ly6
A0A914FFU1_IPR045860_1_18-88,Ly6
A0A914J1B6_IPR045860_1_5-69,none
A0A9U8EMM2_IPR045860_1_28-121,none
A0AA39IQY4_IPR045860_1_86-161,mixture
A0AA47N0X1_IPR045860_1_2-72,mixture
A0AAD8A6M0_IPR045860_1_2-72,none
A0AAD9K5S4_IPR045860_1_22-84,mixture
A0AAN8XCL9_IPR045860_1_23-72,none
A0AAV6ZHX9_IPR045860_2_104-184,mixture
A0AAV7JZ97_IPR045860_1_22-111,none
A0AAW0ML87_IPR045860_1_117-180,none
A0AAW1AWZ8_IPR045860_1_229-317,mixture
A7RU85_IPR045860_1_23-112,mixture
C3YF08_IPR045860_1_20-88,none
M4H2H9_IPR045860_1_17-79,none
Centipede3FTx_0019_1255758,mixture
Centipede3FTx_0083_61981,manually_annotated
A0A6I8N2M3_IPR042339_1_9-118,mostly_Ly6
A0A8J6A6H0_IPR026110_1_1-85,none
A0A444V7R9_IPR045860_4_17-88,mixture
A0A6B0RUV3_IPR016054_1_15-109,mostly_Ly6
A0A814DSB1_IPR045860_1_26-110,mixture
A0A8C4TDL5_IPR045860_7_288-362,mostly_Ly6
A0A8S3SG34_IPR045860_1_97-190,mixture
A0AAF3J2H5_IPR045860_1_22-105,mixture
A0A401PTF8_IPR045860_2_108-173,Ly6
A0A6G0IXG8_IPR016054_1_34-100,mixture
A0A6P9CDN4_IPR045860_1_18-99,mixture
A0A821PA83_IPR045860_1_4-76,Ly6
A0A8C0G175_IPR045860_1_86-158,Ly6
A0A914DRE6_IPR045860_1_105-185,mixture
A0AAV7PWX0_IPR016054_2_30-123,Ly6
A0AAX7UM57_IPR016054_2_111-197,mixture
G3UAV3_IPR016054_1_27-106,mostly_Ly6
A0A1L6ZA41_IPR026524_1_10-69,none
A0AAD9DYH2_IPR039457_1_47-98,none
A0A226CXW4_IPR031424_1_209-319,none
A0A2K8JML4_IPR031424_1_22-151,mixture
L9JFB6_IPR039457_1_5-119,mixture
A0A336LYX6_IPR045860_1_25-110,none
A0A7I8WSK8_IPR031424_1_45-161,mixture
A0A8J1TLI8_IPR031424_1_22-125,none
A0A9J6C081_IPR031424_1_126-224,Quiver
A0A9X6RNH8_IPR031424_1_22-111,none
A0AA36FXT8_IPR031424_1_24-117,Quiver
A0A1D1V2H0_IPR045860_1_20-126,none
A0A1I7ZEJ7_IPR045860_1_20-103,mixture
A0A1Y1LHT3_IPR045860_1_64-117,mixture
A0A224XN82_IPR045860_1_1-59,none
A0A2A6B7I4_IPR045860_1_89-188,none
A0A341B4I9_IPR045860_1_20-74,mixture
A0A4U5M496_IPR045860_1_122-200,mixture
A0A4U8UQC9_IPR045860_1_19-99,none
A0A4W3IZP1_IPR045860_1_40-134,none
A0A6J1P077_IPR045860_1_19-159,none
A0A7R9GBX8_IPR045860_1_12-89,none
A0A822G307_IPR045860_1_5-55,none
