identifier,protein_display_name,functional_group,is_transmembrane,is_helix,is_beta,has_signal,pfam,primary_interpro_id,primary_interpro_short_name,phylum,order,family,genus,species,organism_id
A0A7J6AF88,CD59 glycoprotein-like,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,219545.0
A0A7J6AFG8,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,219545.0
A0A7J6AFH0,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,219545.0
A0A7J6AFV0,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,219545.0
A0A7J6AI20,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,219545.0
A0A7J6AQM1,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,219545.0
A0A7J6AWV3,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,219545.0
A0A7J6AYU8,Ly6/PLAUR domain-containing protein 6B,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,219545.0
A0A7J6AZ19,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,219545.0
A0A7J6AZ32,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,219545.0
A0A7J6BF64,Ly6/PLAUR domain-containing protein 1,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes,Ictaluridae,Ameiurus,Ameiurus melas,219545.0
A0A7J6BKU6,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BV57,UPAR/Ly6 domain-containing protein,,,,,,PF00087;PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BV73,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BV74,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BV79,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BV85,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BVA4,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BVH5,UPAR/Ly6 domain-containing protein,,,,,,PF00087;PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BX10,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BX29,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BYL6,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BZ42,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6BZV9,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6C3C1,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6C876,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6C8Y8,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6C911,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6CAA8,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6CH75,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6CJD2,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6CMH3,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6CPB8,Ly6/PLAUR domain-containing protein 6,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6CUL4,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6D0G5,Ly6/PLAUR domain-containing protein 1-like,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6D0Z2,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6D451,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6D4X9,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6D9X3,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6DER7,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6DEX6,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6DF57,Ly6/PLAUR domain-containing protein 1-like,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J6DI03,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Cypriniformes,Cyprinidae,Onychostoma,Onychostoma macrolepis,369639.0
A0A7J7E4X7,Ly6/PLAUR domain-containing protein 6B,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7E5D7,Ly6/PLAUR domain-containing protein 6,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7EIE3,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR039237,LY6G6C,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7EIN1,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR026524,LY6G6d/LY6G6f,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7EIV1,Lymphocyte antigen 6 complex locus protein G5c,,,,,,PF00021;,IPR026110,LY6G5C,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7EUI8,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7EZQ8,Sodefrin-like factor,,,,,,PF02988;PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7F023,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7F092,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7F0B6,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7F771,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7F9S3,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7F9T1,Uncharacterized protein,,,,,,,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,77932.0
A0A7J7ITD4,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7IVT7,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7IZG7,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7J3L3,Let-767,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7J8I2,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7J989,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7JCN0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7JDI5,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7JDI6,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7JDR4,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7JE89,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7JET6,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7JFF1,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7JN78,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7JSW8,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7JUU3,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7JX39,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7K0Q0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7K3L2,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7K4E3,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7K5L9,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7K703,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7K771,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7KBS3,Protein quiver,,,,,,,IPR045860,Snake_toxin-like_sf,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7KHM2,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7KIG9,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7KIQ1,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7KIS2,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7KKG5,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7KQ37,LYPD6,,,,,,,IPR045860,Snake_toxin-like_sf,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7KSY4,LYPD6,,,,,,PF16975;,IPR039457,LYPD6-like,Bryozoa,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,10212.0
A0A7J7RKK3,Lymphocyte antigen 6 family member G5B,,,,,,PF00021;,IPR038773,LY6G5B,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7RKP2,Lymphocyte antigen 6 family member G6C,,,,,,PF00021;,IPR039237,LY6G6C,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7RL56,Lymphocyte antigen 6 family member G6E,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7RN56,Acrosomal vesicle protein 1,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7RQ38,Prostate and testis expressed 1,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7S2D0,Prostate and testis expressed 2,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7S2H5,Prostate and testis expressed 1,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7S2L4,Prostate and testis expressed 2,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7S2W2,Prostate and testis expressed 3,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7SCG7,LY6/PLAUR domain containing 5,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7SLG5,Sperm acrosome associated 4,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7TIH1,UPAR/Ly6 domain-containing protein,,,,,,,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7TIU9,Lymphocyte antigen 6 family member D,,,,,,PF00087;,IPR042339,Ly6D,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7TIW0,LY6/PLAUR domain containing 2,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7TIY3,Lymphocyte antigen 6 family member H,,,,,,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7TIY7,Glycosylphosphatidylinositol anchored molecule like,,,,,,,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7TJD2,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7TJF2,Lymphocyte antigen 6 family member K,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7TJQ9,Lymphocyte antigen 6 family member E,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7TJV8,Lymphocyte antigen 6 family member L,,,,,,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7U9Y6,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7UGP9,Prostate and testis expressed 2,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7UGR1,Prostate and testis expressed 1,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7UH00,Prostate and testis expressed 3,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7VDT8,Glycosylphosphatidylinositol anchored molecule like,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7VE40,Lymphocyte antigen 6 family member L,,,,,,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7VE79,Ly6/neurotoxin 1,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7VE92,Lymphocyte antigen 6 family member H,,,,,,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7VEK4,Lymphocyte antigen 6 family member E,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7VEN8,Prostate stem cell antigen,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7VEQ8,Lymphocyte antigen 6 family member K,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7VER8,LY6/PLAUR domain containing 2,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7VGG3,CD59 molecule (CD59 blood group),,,,,,PF17669;PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7VM96,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7VMF1,Glycosylphosphatidylinositol anchored molecule like,,,,,,,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7VMK2,Lymphocyte antigen 6 family member H,,,,,,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7VML2,Lymphocyte antigen 6 family member E,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7VMM4,LY6/PLAUR domain containing 2,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7VMQ4,Lymphocyte antigen 6 family member D,,,,,,PF00087;,IPR042339,Ly6D,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7VN73,Lymphocyte antigen 6 family member L,,,,,,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7VND2,Lymphocyte antigen 6 family member E,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7WHX0,LY6/PLAUR domain containing 6,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7WHY3,LY6/PLAUR domain containing 6B,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7WI35,LY6/PLAUR domain containing 1,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7WI70,LY6/PLAUR domain containing 6,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7WZ32,CD59 molecule (CD59 blood group),,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7XHU1,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis myotis,51298.0
A0A7J7XVA6,LY6/PLAUR domain containing 6,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7XVD0,LY6/PLAUR domain containing 1,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7XW70,LY6/PLAUR domain containing 6B,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7YIA3,LY6/PLAUR domain containing 1,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7YIU3,LY6/PLAUR domain containing 6B,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7YIX2,LY6/PLAUR domain containing 6B,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
A0A7J7YMS0,Lymphocyte antigen 6 family member G6C,,,,,,PF00021;,IPR039237,LY6G6C,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7YNW4,Lymphocyte antigen 6 family member G5B,,,,,,PF00021;,IPR038773,LY6G5B,Chordata,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,59472.0
A0A7J7YRX4,Lymphocyte antigen 6 family member G6D,,,,,,PF00021;,IPR026524,LY6G6d/LY6G6f,Chordata,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,59479.0
