protein_id,protein_name,organism,sequence_length,tax_id,interpro_1,interpro_2,interpro_3,interpro_4
A0A7K9H334,BMP and activin membrane-bound inhibitor homolog,Loxia leucoptera,236,96539.0,IPR045860,,,
A0A7K9H6A8,Bone morphogenetic protein receptor type-2,Loxia leucoptera,1025,96539.0,IPR045860,,,
A0A7K9H861,UPAR/Ly6 domain-containing protein,Bucco capensis (collared puffbird),103,135168.0,IPR016054,IPR035076,IPR045860,
A0A7K9H9R4,LPD6B protein,Bucco capensis (collared puffbird),154,135168.0,IPR039457,IPR045860,,
A0A7K9HAD8,CD59 glycoprotein,Bucco capensis (collared puffbird),117,135168.0,IPR016054,IPR045860,,
A0A7K9HCE7,LYPD6 protein,Bucco capensis (collared puffbird),137,135168.0,IPR039457,IPR045860,,
A0A7K9HHB6,receptor protein serine/threonine kinase,Bucco capensis,508,135168.0,IPR045860,,,
A0A7K9HP88,Serine/threonine-protein kinase receptor,Bucco capensis,488,135168.0,IPR045860,,,
A0A7K9HR59,Snake toxin/toxin-like domain-containing protein,Bucco capensis (collared puffbird),77,135168.0,IPR035076,IPR045860,,
A0A7K9HRK6,Snake toxin/toxin-like domain-containing protein,Bucco capensis (collared puffbird),86,135168.0,IPR035076,IPR045860,,
A0A7K9HTA9,Activin types I and II receptor domain-containing protein,Bucco capensis,106,135168.0,IPR045860,,,
A0A7K9HTC5,UPAR/Ly6 domain-containing protein,Bucco capensis (collared puffbird),103,135168.0,IPR016054,IPR035076,IPR045860,
A0A7K9HY23,Serine/threonine-protein kinase receptor,Bucco capensis,529,135168.0,IPR045860,,,
A0A7K9I398,BMP and activin membrane-bound inhibitor homolog,Bucco capensis,261,135168.0,IPR045860,,,
A0A7K9I3G8,UPAR/Ly6 domain-containing protein,Bucco capensis (collared puffbird),145,135168.0,IPR016054,IPR045860,,
A0A7K9I679,UPAR/Ly6 domain-containing protein,Bucco capensis (collared puffbird),95,135168.0,IPR016054,IPR045860,,
A0A7K9I6N0,PLIGB inhibitor,Bucco capensis (collared puffbird),209,135168.0,IPR016054,IPR045860,,
A0A7K9I7F2,UPAR/Ly6 domain-containing protein,Bucco capensis (collared puffbird),107,135168.0,IPR016054,IPR035076,IPR045860,
A0A7K9I7F7,UPAR/Ly6 domain-containing protein,Bucco capensis (collared puffbird),127,135168.0,IPR016054,IPR035076,IPR045860,
A0A7K9I7G3,Bone morphogenetic protein receptor type-2,Bucco capensis,1031,135168.0,IPR045860,,,
A0A7K9I9G5,UPAR/Ly6 domain-containing protein,Bucco capensis (collared puffbird),108,135168.0,IPR016054,IPR035076,IPR045860,
A0A7K9I9L2,UPAR/Ly6 domain-containing protein,Bucco capensis (collared puffbird),112,135168.0,IPR016054,IPR035076,IPR045860,
A0A7K9IFH3,Serine/threonine-protein kinase receptor,Myiagra hebetior,503,381031.0,IPR045860,,,
A0A7K9IL01,Activin types I and II receptor domain-containing protein,Myiagra hebetior,106,381031.0,IPR045860,,,
A0A7K9IP74,Snake toxin/toxin-like domain-containing protein,Myiagra hebetior,78,381031.0,IPR035076,IPR045860,,
A0A7K9IPK7,UPAR/Ly6 domain-containing protein,Myiagra hebetior,109,381031.0,IPR016054,IPR035076,IPR045860,
A0A7K9IQ41,UPAR/Ly6 domain-containing protein,Myiagra hebetior,112,381031.0,IPR016054,IPR035076,IPR045860,
A0A7K9IQ72,UPAR/Ly6 domain-containing protein,Myiagra hebetior,146,381031.0,IPR016054,IPR045860,,
A0A7K9IRT7,Snake toxin/toxin-like domain-containing protein,Myiagra hebetior,86,381031.0,IPR035076,IPR045860,,
A0A7K9IRU4,UPAR/Ly6 domain-containing protein,Myiagra hebetior,107,381031.0,IPR016054,IPR035076,IPR045860,
A0A7K9IS81,UPAR/Ly6 domain-containing protein,Myiagra hebetior,109,381031.0,IPR016054,IPR035076,IPR045860,
A0A7K9ISR7,UPAR/Ly6 domain-containing protein,Myiagra hebetior,104,381031.0,IPR016054,IPR035076,IPR045860,
A0A7K9IST3,UPAR/Ly6 domain-containing protein,Myiagra hebetior,96,381031.0,IPR016054,IPR035076,IPR045860,
A0A7K9IV03,BMP and activin membrane-bound inhibitor homolog,Myiagra hebetior,236,381031.0,IPR045860,,,
A0A7K9J3S0,PLIGB inhibitor,Myiagra hebetior,210,381031.0,IPR016054,IPR045860,,
A0A7K9J4D1,Serine/threonine-protein kinase receptor,Myiagra hebetior,529,381031.0,IPR045860,,,
A0A7K9J6D5,Activin receptor type-2B,Myiagra hebetior,98,381031.0,IPR045860,,,
A0A7K9JDZ0,CD59 glycoprotein,Myiagra hebetior,117,381031.0,IPR016054,IPR045860,,
A0A7K9JF77,LPD6B protein,Myiagra hebetior,156,381031.0,IPR039457,IPR045860,,
A0A7K9JFR2,LYPD6 protein,Myiagra hebetior,123,381031.0,IPR039457,IPR045860,,
A0A7K9JS89,Serine/threonine-protein kinase receptor,Dicaeum eximium,507,667154.0,IPR045860,,,
A0A7K9JWU3,UPAR/Ly6 domain-containing protein,Dicaeum eximium,104,667154.0,IPR016054,IPR035076,IPR045860,
A0A7K9JX32,LYPD3 protein,Dicaeum eximium,78,667154.0,IPR045860,,,
A0A7K9JX65,receptor protein serine/threonine kinase,Dicaeum eximium,505,667154.0,IPR045860,,,
A0A7K9JXL3,UPAR/Ly6 domain-containing protein,Dicaeum eximium,146,667154.0,IPR016054,IPR045860,,
A0A7K9JY59,Bone morphogenetic protein receptor type-2,Dicaeum eximium,1024,667154.0,IPR045860,,,
A0A7K9JYL0,UPAR/Ly6 domain-containing protein,Dicaeum eximium,104,667154.0,IPR016054,IPR035076,IPR045860,
A0A7K9JZE3,Snake toxin/toxin-like domain-containing protein,Dicaeum eximium,78,667154.0,IPR035076,IPR045860,,
A0A7K9K317,BMP and activin membrane-bound inhibitor homolog,Dicaeum eximium,261,667154.0,IPR045860,,,
A0A7K9K7S7,Serine/threonine-protein kinase receptor,Dicaeum eximium,527,667154.0,IPR045860,,,
A0A7K9KEU5,UPAR/Ly6 domain-containing protein,Dicaeum eximium,112,667154.0,IPR016054,IPR035076,IPR045860,
A0A7K9KFM0,UPAR/Ly6 domain-containing protein,Dicaeum eximium,126,667154.0,IPR016054,IPR035076,IPR045860,
A0A7K9KHE8,Serine/threonine-protein kinase receptor,Dicaeum eximium,495,667154.0,IPR045860,,,
A0A7K9KHJ3,UPAR/Ly6 domain-containing protein,Dicaeum eximium,110,667154.0,IPR016054,IPR035076,IPR045860,
A0A7K9KHK6,UPAR/Ly6 domain-containing protein,Dicaeum eximium,125,667154.0,IPR016054,IPR035076,IPR045860,
A0A7K9KHL8,Snake toxin/toxin-like domain-containing protein,Dicaeum eximium,99,667154.0,IPR035076,IPR045860,,
A0A7K9KLK3,LYPD6 protein,Dicaeum eximium,109,667154.0,IPR039457,IPR045860,,
A0A7K9KLL2,LPD6B protein,Dicaeum eximium,156,667154.0,IPR039457,IPR045860,,
A0A7K9KN90,CD59 glycoprotein,Rhabdornis inornatus,117,237438.0,IPR016054,IPR045860,,
A0A7K9KPS7,BMP and activin membrane-bound inhibitor homolog,Rhabdornis inornatus,243,237438.0,IPR045860,,,
A0A7K9KPY9,LPD6B protein,Rhabdornis inornatus,154,237438.0,IPR039457,IPR045860,,
A0A7K9KSE4,UPAR/Ly6 domain-containing protein,Rhabdornis inornatus,146,237438.0,IPR016054,IPR045860,,
A0A7K9KWI8,Bone morphogenetic protein receptor type-2,Rhabdornis inornatus,1024,237438.0,IPR045860,,,
A0A7K9KYW5,PINLY protein,Rhabdornis inornatus,209,237438.0,IPR016054,IPR045860,,
A0A7K9L8Q8,Activin types I and II receptor domain-containing protein,Rhabdornis inornatus,106,237438.0,IPR045860,,,
A0A7K9LCT0,Serine/threonine-protein kinase receptor,Rhabdornis inornatus,529,237438.0,IPR045860,,,
A0A7K9LDQ0,AMHR2 protein,Rhabdornis inornatus,108,237438.0,IPR045860,,,
A0A7K9LHI7,Serine/threonine-protein kinase receptor,Rhabdornis inornatus,503,237438.0,IPR045860,,,
A0A7K9LK13,LYPD3 protein,Rhabdornis inornatus,118,237438.0,IPR045860,,,
A0A7K9LMS7,UPAR/Ly6 domain-containing protein,Rhabdornis inornatus,104,237438.0,IPR016054,IPR035076,IPR045860,
A0A7K9LMT5,Snake toxin/toxin-like domain-containing protein,Rhabdornis inornatus,86,237438.0,IPR035076,IPR045860,,
A0A7K9LMU6,Snake toxin/toxin-like domain-containing protein,Rhabdornis inornatus,78,237438.0,IPR035076,IPR045860,,
A0A7K9LMU9,UPAR/Ly6 domain-containing protein,Rhabdornis inornatus,87,237438.0,IPR016054,IPR035076,IPR045860,
A0A7K9LMW3,UPAR/Ly6 domain-containing protein,Rhabdornis inornatus,107,237438.0,IPR016054,IPR035076,IPR045860,
A0A7K9LMZ4,UPAR/Ly6 domain-containing protein,Rhabdornis inornatus,112,237438.0,IPR016054,IPR035076,IPR045860,
A0A7K9LN97,UPAR/Ly6 domain-containing protein,Rhabdornis inornatus,109,237438.0,IPR016054,IPR035076,IPR045860,
A0A7K9LPX3,UPAR/Ly6 domain-containing protein,Rhabdornis inornatus,109,237438.0,IPR016054,IPR035076,IPR045860,
A0A7K9LQ72,receptor protein serine/threonine kinase,Rhabdornis inornatus,507,237438.0,IPR045860,,,
A0A7K9LRF9,LYPD6 protein,Rhabdornis inornatus,79,237438.0,IPR039457,IPR045860,,
A0A7K9LUU5,LYPD6 protein,Oceanodroma tethys (Wedge-rumped storm-petrel),137,79633.0,IPR039457,IPR045860,,
A0A7K9LWN4,LPD6B protein,Oceanodroma tethys (Wedge-rumped storm-petrel),156,79633.0,IPR039457,IPR045860,,
A0A7K9LYP5,Activin types I and II receptor domain-containing protein,Oceanodroma tethys,106,79633.0,IPR045860,,,
A0A7K9M3F3,Serine/threonine-protein kinase receptor,Oceanodroma tethys,529,79633.0,IPR045860,,,
A0A7K9M401,Bone morphogenetic protein receptor type-2,Oceanodroma tethys,1031,79633.0,IPR045860,,,
A0A7K9MH71,UPAR/Ly6 domain-containing protein,Oceanodroma tethys (Wedge-rumped storm-petrel),146,79633.0,IPR016054,IPR045860,,
A0A7K9MIU5,Phospholipase A2 inhibitor N-terminal domain-containing protein,Oceanodroma tethys,137,79633.0,IPR045860,,,
A0A7K9MK91,receptor protein serine/threonine kinase,Oceanodroma tethys,508,79633.0,IPR045860,,,
A0A7K9MME8,BMP and activin membrane-bound inhibitor homolog,Oceanodroma tethys,236,79633.0,IPR045860,,,
A0A7K9MT80,UPAR/Ly6 domain-containing protein,Oceanodroma tethys (Wedge-rumped storm-petrel),104,79633.0,IPR016054,IPR035076,IPR045860,
A0A7K9MTJ0,Snake toxin/toxin-like domain-containing protein,Oceanodroma tethys (Wedge-rumped storm-petrel),78,79633.0,IPR035076,IPR045860,,
A0A7K9MTL3,UPAR/Ly6 domain-containing protein,Oceanodroma tethys (Wedge-rumped storm-petrel),86,79633.0,IPR016054,IPR035076,IPR045860,
A0A7K9MTS1,Serine/threonine-protein kinase receptor,Oceanodroma tethys,489,79633.0,IPR045860,,,
A0A7K9MV77,CD59 glycoprotein,Oceanodroma tethys (Wedge-rumped storm-petrel),117,79633.0,IPR016054,IPR045860,,
A0A7K9MVI6,UPAR/Ly6 domain-containing protein,Oceanodroma tethys (Wedge-rumped storm-petrel),109,79633.0,IPR016054,IPR035076,IPR045860,
A0A7K9MVJ9,Snake toxin/toxin-like domain-containing protein,Oceanodroma tethys (Wedge-rumped storm-petrel),108,79633.0,IPR035076,IPR045860,,
A0A7K9MVZ2,UPAR/Ly6 domain-containing protein,Oceanodroma tethys (Wedge-rumped storm-petrel),108,79633.0,IPR016054,IPR035076,IPR045860,
A0A7K9MW15,UPAR/Ly6 domain-containing protein,Oceanodroma tethys (Wedge-rumped storm-petrel),112,79633.0,IPR016054,IPR035076,IPR045860,
A0A7K9MWD4,UPAR/Ly6 domain-containing protein,Oceanodroma tethys (Wedge-rumped storm-petrel),109,79633.0,IPR016054,IPR035076,IPR045860,
A0A7K9N0N3,LPD6B protein,Edolisoma coerulescens,156,2585810.0,IPR039457,IPR045860,,
A0A7K9N0Y3,Activin types I and II receptor domain-containing protein,Edolisoma coerulescens,105,2585810.0,IPR045860,,,
A0A7K9N120,LYPD6 protein,Edolisoma coerulescens,141,2585810.0,IPR039457,IPR045860,,
A0A7K9N5W9,Activin receptor type-2B,Edolisoma coerulescens,107,2585810.0,IPR045860,,,
A0A7K9N7W8,Serine/threonine-protein kinase receptor,Edolisoma coerulescens,529,2585810.0,IPR045860,,,
A0A7K9N9L8,BMP and activin membrane-bound inhibitor homolog,Edolisoma coerulescens,261,2585810.0,IPR045860,,,
A0A7K9NGG5,UPAR/Ly6 domain-containing protein,Edolisoma coerulescens,146,2585810.0,IPR016054,IPR045860,,
A0A7K9NGP7,Snake toxin/toxin-like domain-containing protein,Edolisoma coerulescens,87,2585810.0,IPR035076,IPR045860,,
A0A7K9NGP9,UPAR/Ly6 domain-containing protein,Edolisoma coerulescens,109,2585810.0,IPR016054,IPR035076,IPR045860,
A0A7K9NGR0,UPAR/Ly6 domain-containing protein,Edolisoma coerulescens,126,2585810.0,IPR016054,IPR035076,IPR045860,
A0A7K9NH36,Snake toxin/toxin-like domain-containing protein,Edolisoma coerulescens,100,2585810.0,IPR035076,IPR045860,,
A0A7K9NHE6,UPAR/Ly6 domain-containing protein,Edolisoma coerulescens,112,2585810.0,IPR016054,IPR035076,IPR045860,
A0A7K9NHG1,UPAR/Ly6 domain-containing protein,Edolisoma coerulescens,104,2585810.0,IPR016054,IPR035076,IPR045860,
A0A7K9NHK4,Snake toxin/toxin-like domain-containing protein,Edolisoma coerulescens,78,2585810.0,IPR035076,IPR045860,,
A0A7K9NIS3,CD59 glycoprotein,Edolisoma coerulescens,96,2585810.0,IPR016054,IPR045860,,
A0A7K9NLS8,Serine/threonine-protein kinase receptor,Edolisoma coerulescens,549,2585810.0,IPR045860,,,
A0A7K9NQW5,UPAR/Ly6 domain-containing protein,Edolisoma coerulescens,65,2585810.0,IPR016054,IPR045860,,
A0A7K9NWL7,PLIGB inhibitor,Edolisoma coerulescens,210,2585810.0,IPR016054,IPR045860,,
A0A7K9P2T2,Serine/threonine-protein kinase receptor,Pachycephala philippinensis,528,449367.0,IPR045860,,,
A0A7K9P566,BMP and activin membrane-bound inhibitor homolog,Pachycephala philippinensis,236,449367.0,IPR045860,,,
A0A7K9P9U3,CD59 glycoprotein,Pachycephala philippinensis (yellow-belllied whistler),117,449367.0,IPR016054,IPR045860,,
A0A7K9PG09,PLIGB inhibitor,Pachycephala philippinensis (yellow-belllied whistler),210,449367.0,IPR016054,IPR045860,,
A0A7K9PM61,Serine/threonine-protein kinase receptor,Pachycephala philippinensis,563,449367.0,IPR045860,,,
A0A7K9PNS7,Bone morphogenetic protein receptor type-2,Pachycephala philippinensis,1023,449367.0,IPR045860,,,
A0A7K9PRX5,Activin types I and II receptor domain-containing protein,Pachycephala philippinensis,105,449367.0,IPR045860,,,
A0A7K9PS35,UPAR/Ly6 domain-containing protein,Pachycephala philippinensis (yellow-belllied whistler),117,449367.0,IPR016054,IPR035076,IPR045860,
A0A7K9PS42,UPAR/Ly6 domain-containing protein,Pachycephala philippinensis (yellow-belllied whistler),109,449367.0,IPR016054,IPR035076,IPR045860,
A0A7K9PS66,Snake toxin/toxin-like domain-containing protein,Pachycephala philippinensis (yellow-belllied whistler),87,449367.0,IPR035076,IPR045860,,
A0A7K9PS98,Snake toxin/toxin-like domain-containing protein,Pachycephala philippinensis (yellow-belllied whistler),78,449367.0,IPR035076,IPR045860,,
A0A7K9PSC5,UPAR/Ly6 domain-containing protein,Pachycephala philippinensis (yellow-belllied whistler),112,449367.0,IPR016054,IPR035076,IPR045860,
A0A7K9PSQ4,UPAR/Ly6 domain-containing protein,Pachycephala philippinensis (yellow-belllied whistler),107,449367.0,IPR016054,IPR035076,IPR045860,
A0A7K9PST6,UPAR/Ly6 domain-containing protein,Pachycephala philippinensis (yellow-belllied whistler),125,449367.0,IPR016054,IPR045860,,
A0A7K9PSV4,UPAR/Ly6 domain-containing protein,Pachycephala philippinensis (yellow-belllied whistler),104,449367.0,IPR016054,IPR035076,IPR045860,
A0A7K9PTS9,UPAR/Ly6 domain-containing protein,Pachycephala philippinensis (yellow-belllied whistler),127,449367.0,IPR016054,IPR035076,IPR045860,
A0A7K9PVB5,Activin receptor type-2B,Pachycephala philippinensis,107,449367.0,IPR045860,,,
A0A7K9Q7L8,BMP and activin membrane-bound inhibitor homolog,Irena cyanogastra,261,175120.0,IPR045860,,,
A0A7K9Q871,Serine/threonine-protein kinase receptor,Irena cyanogastra,503,175120.0,IPR045860,,,
A0A7K9QB17,UPAR/Ly6 domain-containing protein,Irena cyanogastra (Philippine fairy-bluebird),146,175120.0,IPR016054,IPR045860,,
A0A7K9QEV1,AMHR2 protein,Irena cyanogastra,104,175120.0,IPR045860,,,
A0A7K9QGE1,Bone morphogenetic protein receptor type-2,Irena cyanogastra,1025,175120.0,IPR045860,,,
A0A7K9QPT4,LYPD3 protein,Irena cyanogastra,75,175120.0,IPR045860,,,
A0A7K9QQ04,Activin receptor type-2B,Irena cyanogastra,98,175120.0,IPR045860,,,
A0A7K9QZC6,Activin types I and II receptor domain-containing protein,Irena cyanogastra,106,175120.0,IPR045860,,,
A0A7K9R0Y2,LYPD6 protein,Irena cyanogastra (Philippine fairy-bluebird),99,175120.0,IPR039457,IPR045860,,
A0A7K9R1R2,LPD6B protein,Irena cyanogastra (Philippine fairy-bluebird),156,175120.0,IPR039457,IPR045860,,
A0A7K9R2D7,Serine/threonine-protein kinase receptor,Irena cyanogastra,529,175120.0,IPR045860,,,
A0A7K9R332,UPAR/Ly6 domain-containing protein,Irena cyanogastra (Philippine fairy-bluebird),109,175120.0,IPR016054,IPR035076,IPR045860,
A0A7K9R344,Snake toxin/toxin-like domain-containing protein,Irena cyanogastra (Philippine fairy-bluebird),78,175120.0,IPR035076,IPR045860,,
A0A7K9R350,UPAR/Ly6 domain-containing protein,Irena cyanogastra (Philippine fairy-bluebird),112,175120.0,IPR016054,IPR035076,IPR045860,
A0A7K9R366,CD59 glycoprotein,Irena cyanogastra (Philippine fairy-bluebird),117,175120.0,IPR016054,IPR045860,,
A0A7K9R378,UPAR/Ly6 domain-containing protein,Irena cyanogastra (Philippine fairy-bluebird),96,175120.0,IPR016054,IPR035076,IPR045860,
A0A7K9R3Q9,UPAR/Ly6 domain-containing protein,Irena cyanogastra (Philippine fairy-bluebird),104,175120.0,IPR016054,IPR035076,IPR045860,
A0A7K9R3T5,PLIGB inhibitor,Irena cyanogastra (Philippine fairy-bluebird),210,175120.0,IPR016054,IPR045860,,
A0A7K9R3V1,UPAR/Ly6 domain-containing protein,Irena cyanogastra (Philippine fairy-bluebird),107,175120.0,IPR016054,IPR035076,IPR045860,
A0A7K9R3W4,UPAR/Ly6 domain-containing protein,Irena cyanogastra (Philippine fairy-bluebird),126,175120.0,IPR016054,IPR035076,IPR045860,
A0A7K9R544,Snake toxin/toxin-like domain-containing protein,Irena cyanogastra (Philippine fairy-bluebird),86,175120.0,IPR035076,IPR045860,,
A0A7K9RI87,UPAR/Ly6 domain-containing protein,Sterrhoptilus dennistouni,125,2585820.0,IPR016054,IPR045860,,
A0A7K9RKK8,PLIA inhibitor,Sterrhoptilus dennistouni,210,2585820.0,IPR016054,IPR045860,,
A0A7K9RN51,CD59 glycoprotein,Sterrhoptilus dennistouni,117,2585820.0,IPR016054,IPR045860,,
A0A7K9RQ82,UPAR/Ly6 domain-containing protein,Sterrhoptilus dennistouni,112,2585820.0,IPR016054,IPR035076,IPR045860,
A0A7K9RQ83,UPAR/Ly6 domain-containing protein,Sterrhoptilus dennistouni,109,2585820.0,IPR016054,IPR035076,IPR045860,
A0A7K9RQ90,UPAR/Ly6 domain-containing protein,Sterrhoptilus dennistouni,104,2585820.0,IPR016054,IPR035076,IPR045860,
A0A7K9RQI7,Snake toxin/toxin-like domain-containing protein,Sterrhoptilus dennistouni,87,2585820.0,IPR035076,IPR045860,,
A0A7K9RRI6,UPAR/Ly6 domain-containing protein,Sterrhoptilus dennistouni,110,2585820.0,IPR016054,IPR035076,IPR045860,
A0A7K9RSA2,UPAR/Ly6 domain-containing protein,Sterrhoptilus dennistouni,109,2585820.0,IPR016054,IPR035076,IPR045860,
A0A7K9RSG6,UPAR/Ly6 domain-containing protein,Sterrhoptilus dennistouni,106,2585820.0,IPR016054,IPR035076,IPR045860,
A0A7K9RT13,LPD6B protein,Sterrhoptilus dennistouni,156,2585820.0,IPR039457,IPR045860,,
A0A7K9RYB2,Activin receptor type-2B,Sterrhoptilus dennistouni,107,2585820.0,IPR045860,,,
A0A7K9RZ86,BMP and activin membrane-bound inhibitor homolog,Sterrhoptilus dennistouni,236,2585820.0,IPR045860,,,
A0A7K9RZU2,Activin types I and II receptor domain-containing protein,Sterrhoptilus dennistouni,107,2585820.0,IPR045860,,,
A0A7K9S1C9,Bone morphogenetic protein receptor type-2,Sterrhoptilus dennistouni,1025,2585820.0,IPR045860,,,
A0A7K9S380,Serine/threonine-protein kinase receptor,Sterrhoptilus dennistouni,529,2585820.0,IPR045860,,,
A0A7K9S915,Serine/threonine-protein kinase receptor,Sterrhoptilus dennistouni,562,2585820.0,IPR045860,,,
A0A7K9SBE9,UPAR/Ly6 domain-containing protein,Sterrhoptilus dennistouni,93,2585820.0,IPR016054,IPR045860,,
A0A7K9SHD5,Activin types I and II receptor domain-containing protein,Galbula dea,106,1109041.0,IPR045860,,,
A0A7K9SHQ5,BMP and activin membrane-bound inhibitor homolog,Galbula dea,261,1109041.0,IPR045860,,,
A0A7K9SLP1,Serine/threonine-protein kinase receptor,Galbula dea,529,1109041.0,IPR045860,,,
A0A7K9SNJ6,MAC-inhibitory protein,Galbula dea,118,1109041.0,IPR016054,IPR045860,,
A0A7K9SNP7,UPAR/Ly6 domain-containing protein,Galbula dea,209,1109041.0,IPR016054,IPR045860,,
A0A7K9SRI4,UPAR/Ly6 domain-containing protein,Galbula dea,144,1109041.0,IPR016054,IPR045860,,
A0A7K9SYL5,Serine/threonine-protein kinase receptor,Galbula dea,476,1109041.0,IPR045860,,,
A0A7K9SZG1,Bone morphogenetic protein receptor type-2,Galbula dea,1026,1109041.0,IPR045860,,,
A0A7K9T7H5,UPAR/Ly6 domain-containing protein,Galbula dea,108,1109041.0,IPR016054,IPR035076,IPR045860,
A0A7K9T7I9,UPAR/Ly6 domain-containing protein,Galbula dea,107,1109041.0,IPR016054,IPR035076,IPR045860,
A0A7K9T7S0,UPAR/Ly6 domain-containing protein,Galbula dea,104,1109041.0,IPR016054,IPR035076,IPR045860,
A0A7K9T7U1,UPAR/Ly6 domain-containing protein,Galbula dea,86,1109041.0,IPR016054,IPR035076,IPR045860,
A0A7K9T829,UPAR/Ly6 domain-containing protein,Galbula dea,85,1109041.0,IPR016054,IPR035076,IPR045860,
A0A7K9T8I1,LPD6B protein,Galbula dea,160,1109041.0,IPR039457,IPR045860,,
A0A7K9T8P6,UPAR/Ly6 domain-containing protein,Galbula dea,109,1109041.0,IPR016054,IPR035076,IPR045860,
A0A7K9T9M9,Snake toxin/toxin-like domain-containing protein,Galbula dea,78,1109041.0,IPR035076,IPR045860,,
A0A7K9T9U1,receptor protein serine/threonine kinase,Galbula dea,508,1109041.0,IPR045860,,,
A0A7K9T9Y0,LYPD6 protein,Galbula dea,137,1109041.0,IPR039457,IPR045860,,
A0A7K9T9Y8,UPAR/Ly6 domain-containing protein,Galbula dea,112,1109041.0,IPR016054,IPR035076,IPR045860,
A0A7K9TAX2,LYPD3 protein,Galbula dea,70,1109041.0,IPR045860,,,
A0A7K9TTI5,LPD6B protein,Chloroceryle aenea (American pygmy kingfisher),156,176938.0,IPR039457,IPR045860,,
A0A7K9TU70,LYPD6 protein,Chloroceryle aenea (American pygmy kingfisher),137,176938.0,IPR039457,IPR045860,,
A0A7K9TUF8,BMP and activin membrane-bound inhibitor homolog,Chloroceryle aenea,241,176938.0,IPR045860,,,
A0A7K9TVH5,CD59 glycoprotein,Chloroceryle aenea (American pygmy kingfisher),117,176938.0,IPR016054,IPR045860,,
A0A7K9TWW7,UPAR/Ly6 domain-containing protein,Chloroceryle aenea (American pygmy kingfisher),128,176938.0,IPR016054,IPR045860,,
A0A7K9U1F3,PLIGB inhibitor,Chloroceryle aenea (American pygmy kingfisher),209,176938.0,IPR016054,IPR045860,,
A0A7K9U323,Activin types I and II receptor domain-containing protein,Chloroceryle aenea,106,176938.0,IPR045860,,,
A0A7K9U466,Serine/threonine-protein kinase receptor,Chloroceryle aenea,528,176938.0,IPR045860,,,
A0A7K9U961,UPAR/Ly6 domain-containing protein,Chloroceryle aenea (American pygmy kingfisher),86,176938.0,IPR016054,IPR035076,IPR045860,
A0A7K9U967,UPAR/Ly6 domain-containing protein,Chloroceryle aenea (American pygmy kingfisher),126,176938.0,IPR016054,IPR035076,IPR045860,
A0A7K9U971,UPAR/Ly6 domain-containing protein,Chloroceryle aenea (American pygmy kingfisher),112,176938.0,IPR016054,IPR035076,IPR045860,
A0A7K9U979,UPAR/Ly6 domain-containing protein,Chloroceryle aenea (American pygmy kingfisher),105,176938.0,IPR016054,IPR035076,IPR045860,
A0A7K9U9C4,UPAR/Ly6 domain-containing protein,Chloroceryle aenea (American pygmy kingfisher),103,176938.0,IPR016054,IPR035076,IPR045860,
A0A7K9U9S9,Snake toxin/toxin-like domain-containing protein,Chloroceryle aenea (American pygmy kingfisher),78,176938.0,IPR035076,IPR045860,,
A0A7K9UA79,UPAR/Ly6 domain-containing protein,Chloroceryle aenea (American pygmy kingfisher),109,176938.0,IPR016054,IPR035076,IPR045860,
A0A7K9UBC3,UPAR/Ly6 domain-containing protein,Chloroceryle aenea (American pygmy kingfisher),107,176938.0,IPR016054,IPR035076,IPR045860,
A0A7K9UEJ9,Serine/threonine-protein kinase receptor,Chloroceryle aenea,478,176938.0,IPR045860,,,
A0A7K9UFI6,Bone morphogenetic protein receptor type-2,Chloroceryle aenea,1031,176938.0,IPR045860,,,
A0A7K9USX4,BMP and activin membrane-bound inhibitor homolog,Anseranas semipalmata,234,8851.0,IPR045860,,,
A0A7K9UW21,CD59 glycoprotein,Anseranas semipalmata (Magpie goose),115,8851.0,IPR016054,IPR045860,,
A0A7K9UY32,Serine/threonine-protein kinase receptor,Anseranas semipalmata,491,8851.0,IPR045860,,,
A0A7K9UYM8,Serine/threonine-protein kinase receptor,Anseranas semipalmata,552,8851.0,IPR045860,,,
A0A7K9UZF1,Serine/threonine-protein kinase receptor,Anseranas semipalmata,529,8851.0,IPR045860,,,
A0A7K9VCY2,LPD6B protein,Anseranas semipalmata (Magpie goose),156,8851.0,IPR039457,IPR045860,,
A0A7K9VE60,PLIGB inhibitor,Anseranas semipalmata (Magpie goose),209,8851.0,IPR016054,IPR045860,,
A0A7K9VEM8,LYPD6 protein,Anseranas semipalmata (Magpie goose),142,8851.0,IPR039457,IPR045860,,
A0A7K9VGP9,LYPD3 protein,Anseranas semipalmata,94,8851.0,IPR045860,,,
A0A7K9VIS0,Activin types I and II receptor domain-containing protein,Anseranas semipalmata,106,8851.0,IPR045860,,,
A0A7K9VK95,UPAR/Ly6 domain-containing protein,Anseranas semipalmata (Magpie goose),125,8851.0,IPR016054,IPR045860,,
A0A7K9VMU6,Bone morphogenetic protein receptor type-2,Anseranas semipalmata,1031,8851.0,IPR045860,,,
A0A7K9VP19,UPAR/Ly6 domain-containing protein,Anseranas semipalmata (Magpie goose),86,8851.0,IPR016054,IPR035076,IPR045860,
A0A7K9VP22,UPAR/Ly6 domain-containing protein,Anseranas semipalmata (Magpie goose),109,8851.0,IPR016054,IPR035076,IPR045860,
