protein_id,protein_name,tax_id,scientific_name,sequence_length,domain_start,domain_end,signature_name,interpro_domain_name
A0A6P6NSD3,Three finger toxin MALT0052C-like,7957,Carassius auratus,94,4,92,IPR056949,CD59 glycoprotein
A0AAW1TYV4,Uncharacterized protein,420089,Henosepilachna vigintioctopunctata,116,24,101,IPR045860,Snake toxin-like superfamily
A0A195FIU2,UPAR/Ly6 domain-containing protein,34720,Trachymyrmex septentrionalis,159,20,62,IPR045860,Snake toxin-like superfamily
A0A2K5DSV7,Lymphocyte antigen 6H,37293,Aotus nancymaae,161,45,145,IPR016054,Ly-6 antigen/uPA receptor-like
A0A2K5DSV7,Lymphocyte antigen 6H,37293,Aotus nancymaae,161,44,134,IPR045860,Snake toxin-like superfamily
A0A2K5DSV7,Lymphocyte antigen 6H,37293,Aotus nancymaae,161,20,161,IPR051445,Lymphocyte Antigen 6 Family Modulators
S4S049,LY6/PLAUR domain containing 6,7757,Petromyzon marinus,136,4,132,IPR039457,Ly6/PLAUR domain-containing protein 6-like
S4S049,LY6/PLAUR domain containing 6,7757,Petromyzon marinus,136,9,97,IPR045860,Snake toxin-like superfamily
A0AAD7W7X1,MAC-inhibitory protein,143900,Aldrovandia affinis,92,18,92,IPR045860,Snake toxin-like superfamily
A0A0B1SB51,ET module,61180,Oesophagostomum dentatum,111,18,91,IPR045860,Snake toxin-like superfamily
A0A9W2V0T6,UPAR/Ly6 domain-containing protein,9691,Panthera pardus,169,54,150,IPR016054,Ly-6 antigen/uPA receptor-like
A0A9W2V0T6,UPAR/Ly6 domain-containing protein,9691,Panthera pardus,169,54,137,IPR035076,Snake toxin/toxin-like
A0A9W2V0T6,UPAR/Ly6 domain-containing protein,9691,Panthera pardus,169,53,139,IPR045860,Snake toxin-like superfamily
A0A9W2V0T6,UPAR/Ly6 domain-containing protein,9691,Panthera pardus,169,34,168,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A6P6GW19,Ly6/PLAUR domain-containing protein 6B,9696,Puma concolor,169,4,166,IPR039457,Ly6/PLAUR domain-containing protein 6-like
A0A6P6GW19,Ly6/PLAUR domain-containing protein 6B,9696,Puma concolor,169,42,130,IPR045860,Snake toxin-like superfamily
A0AAQ4NR67,UPAR/Ly6 domain-containing protein,481459,Gasterosteus aculeatus aculeatus,109,15,74,IPR045860,Snake toxin-like superfamily
A0A8T2IRQ4,MAC-inhibitory protein,247094,Hymenochirus boettgeri,146,43,125,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8T2IRQ4,MAC-inhibitory protein,247094,Hymenochirus boettgeri,146,40,117,IPR045860,Snake toxin-like superfamily
A0A8T2IRQ4,MAC-inhibitory protein,247094,Hymenochirus boettgeri,146,25,135,IPR056949,CD59 glycoprotein
A0A9J6CNF5,UPAR/Ly6 domain-containing protein qvr,319348,Polypedilum vanderplanki,157,38,126,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A9J6CNF5,UPAR/Ly6 domain-containing protein qvr,319348,Polypedilum vanderplanki,157,19,137,IPR050975,Sleep homeostasis regulator
A0A8S4SE94,Jg10080 protein,348720,Pararge aegeria aegeria,156,35,131,IPR045860,Snake toxin-like superfamily
A0AAV3A1S2,CD59 glycoprotein,30357,Pyxicephalus adspersus,123,26,103,IPR045860,Snake toxin-like superfamily
A0AAV3A1S2,CD59 glycoprotein,30357,Pyxicephalus adspersus,123,12,119,IPR056949,CD59 glycoprotein
A0AB39YW44,Protein sleepless,28584,Drosophila suzukii,150,25,121,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AB39YW44,Protein sleepless,28584,Drosophila suzukii,150,5,137,IPR050975,Sleep homeostasis regulator
H2R375,UPAR/Ly6 domain-containing protein,9598,Pan troglodytes,113,28,109,IPR016054,Ly-6 antigen/uPA receptor-like
H2R375,UPAR/Ly6 domain-containing protein,9598,Pan troglodytes,113,1,113,IPR029691,Prostate and testis expressed protein 2
M4H2H9,Putative secretory peptide-19,34499,Pleurobrachia bachei,113,17,79,IPR045860,Snake toxin-like superfamily
M3YAT8,Lymphocyte antigen 6H,9669,Mustela putorius furo,161,45,145,IPR016054,Ly-6 antigen/uPA receptor-like
M3YAT8,Lymphocyte antigen 6H,9669,Mustela putorius furo,161,44,134,IPR045860,Snake toxin-like superfamily
M3YAT8,Lymphocyte antigen 6H,9669,Mustela putorius furo,161,20,161,IPR051445,Lymphocyte Antigen 6 Family Modulators
A0A9P1HD09,Uncharacterized protein,2878363,Auanema sp. JU1783,189,6,91,IPR045860,Snake toxin-like superfamily
A0AAN8BQQ2,Uncharacterized protein,159716,Champsocephalus esox,107,1,27,IPR045860,Snake toxin-like superfamily
A0A336LVK1,CSON005785 protein,179676,Culicoides sonorensis,152,26,129,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A336LVK1,CSON005785 protein,179676,Culicoides sonorensis,152,4,142,IPR050975,Sleep homeostasis regulator
A0A9J6CLC1,Protein quiver,319348,Polypedilum vanderplanki,124,10,99,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A9J6CLC1,Protein quiver,319348,Polypedilum vanderplanki,124,6,119,IPR050975,Sleep homeostasis regulator
L9KL44,UPAR/Ly6 domain-containing protein,246437,Tupaia chinensis,125,19,100,IPR016054,Ly-6 antigen/uPA receptor-like
L9KL44,UPAR/Ly6 domain-containing protein,246437,Tupaia chinensis,125,1,125,IPR039237,Lymphocyte antigen 6 complex locus protein G6c
A0A9J6BH98,Protein sleepless,319348,Polypedilum vanderplanki,139,21,114,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A9J6BH98,Protein sleepless,319348,Polypedilum vanderplanki,139,3,137,IPR050975,Sleep homeostasis regulator
A0A016TNI9,ET module,53326,Ancylostoma ceylanicum,119,21,98,IPR045860,Snake toxin-like superfamily
A0A1S3JXJ1,UPAR/Ly6 domain-containing protein qvr,7574,Lingula anatina,124,8,94,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A1S3JXJ1,UPAR/Ly6 domain-containing protein qvr,7574,Lingula anatina,124,4,113,IPR050975,Sleep homeostasis regulator
A0A8D0NJ90,UPAR/Ly6 domain-containing protein,9823,Sus scrofa,101,23,100,IPR016054,Ly-6 antigen/uPA receptor-like
T1IWU1,Uncharacterized protein,126957,Strigamia maritima,152,25,127,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
T1IWU1,Uncharacterized protein,126957,Strigamia maritima,152,5,149,IPR050975,Sleep homeostasis regulator
A0A8C9L1Q6,UPAR/Ly6 domain-containing protein,74533,Panthera tigris altaica,152,10,49,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8C9L1Q6,UPAR/Ly6 domain-containing protein,74533,Panthera tigris altaica,152,63,143,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8C9L1Q6,UPAR/Ly6 domain-containing protein,74533,Panthera tigris altaica,152,60,147,IPR045860,Snake toxin-like superfamily
A0A8C9L1Q6,UPAR/Ly6 domain-containing protein,74533,Panthera tigris altaica,152,10,144,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0A9C6VV58,Uncharacterized protein LOC125384865 isoform X3,30195,Bombus terrestris,165,37,134,IPR045860,Snake toxin-like superfamily
A0A9C6VV58,Uncharacterized protein LOC125384865 isoform X3,30195,Bombus terrestris,165,27,156,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A8C9CBU7,UPAR/Ly6 domain-containing protein,42100,Phocoena sinus,130,21,111,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8C9CBU7,UPAR/Ly6 domain-containing protein,42100,Phocoena sinus,130,21,98,IPR035076,Snake toxin/toxin-like
A0A8C9CBU7,UPAR/Ly6 domain-containing protein,42100,Phocoena sinus,130,19,100,IPR045860,Snake toxin-like superfamily
A0A8C9CBU7,UPAR/Ly6 domain-containing protein,42100,Phocoena sinus,130,1,129,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A419QDL7,Protein quiver,79923,Clonorchis sinensis,162,49,135,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAA9SUU9,UPAR/Ly6 domain-containing protein,9913,Bos taurus,120,33,113,IPR016054,Ly-6 antigen/uPA receptor-like
A0AA39GXK2,Activin types I and II receptor domain-containing protein,289476,Steinernema hermaphroditum,118,38,118,IPR045860,Snake toxin-like superfamily
A0AAV6T1Q8,Protein Bouncer,28829,Solea senegalensis,125,31,100,IPR016054,Ly-6 antigen/uPA receptor-like
A0AAV6T1Q8,Protein Bouncer,28829,Solea senegalensis,125,6,107,IPR046354,Sperm acrosome membrane-associated protein 4/Protein Bouncer
A0AAA9TA95,UPAR/Ly6 domain-containing protein,9913,Bos taurus,141,38,120,IPR045860,Snake toxin-like superfamily
A0AAA9TA95,UPAR/Ly6 domain-containing protein,9913,Bos taurus,141,36,118,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0A665SX43,Prostate stem cell antigen-like,173247,Echeneis naucrates,100,18,83,IPR045860,Snake toxin-like superfamily
Q09098,Prostate and testis expressed protein 4,10090,Mus musculus,99,23,98,IPR016054,Ly-6 antigen/uPA receptor-like
Q09098,Prostate and testis expressed protein 4,10090,Mus musculus,99,22,98,IPR045860,Snake toxin-like superfamily
A0A814HVW8,UPAR/Ly6 domain-containing protein,104777,Brachionus calyciflorus,108,25,82,IPR045860,Snake toxin-like superfamily
A0A3B4D1S8,UPAR/Ly6 domain-containing protein,42514,Pygocentrus nattereri,186,19,110,IPR016054,Ly-6 antigen/uPA receptor-like
A0A3B4D1S8,UPAR/Ly6 domain-containing protein,42514,Pygocentrus nattereri,186,109,185,IPR016054,Ly-6 antigen/uPA receptor-like
A0A3B4D1S8,UPAR/Ly6 domain-containing protein,42514,Pygocentrus nattereri,186,17,101,IPR045860,Snake toxin-like superfamily
A0A3B4D1S8,UPAR/Ly6 domain-containing protein,42514,Pygocentrus nattereri,186,107,184,IPR045860,Snake toxin-like superfamily
A0A3B4D1S8,UPAR/Ly6 domain-containing protein,42514,Pygocentrus nattereri,186,2,158,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0A3Q1BZP7,"Potassium inwardly rectifying channel subfamily J member 11, like",80972,Amphiprion ocellaris,111,14,90,IPR045860,Snake toxin-like superfamily
A0A3Q1BZP7,"Potassium inwardly rectifying channel subfamily J member 11, like",80972,Amphiprion ocellaris,111,14,88,IPR056949,CD59 glycoprotein
A0A1B0AAM8,Protein quiver,7398,Glossina pallidipes,152,22,125,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A1B0AAM8,Protein quiver,7398,Glossina pallidipes,152,8,141,IPR050975,Sleep homeostasis regulator
A0A6J0VDD4,UPAR/Ly6 domain-containing protein,103695,Pogona vitticeps,103,21,99,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6J0VDD4,UPAR/Ly6 domain-containing protein,103695,Pogona vitticeps,103,26,101,IPR045860,Snake toxin-like superfamily
A0A8T2IRQ5,Uncharacterized protein,247094,Hymenochirus boettgeri,167,44,129,IPR045860,Snake toxin-like superfamily
A0A8T2IRQ5,Uncharacterized protein,247094,Hymenochirus boettgeri,167,2,128,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0A8P4G3T4,Ly6/PLAUR domain-containing protein 6,13489,Dicentrarchus labrax,175,5,166,IPR039457,Ly6/PLAUR domain-containing protein 6-like
A0A8P4G3T4,Ly6/PLAUR domain-containing protein 6,13489,Dicentrarchus labrax,175,44,130,IPR045860,Snake toxin-like superfamily
A0A4Z2DB28,Protein quiver,6182,Schistosoma japonicum,149,34,122,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A4Z2DB28,Protein quiver,6182,Schistosoma japonicum,149,20,143,IPR050975,Sleep homeostasis regulator
A0AAN7PR60,Protein sleepless,1421715,Aquatica leii,165,28,143,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAN7PR60,Protein sleepless,1421715,Aquatica leii,165,1,156,IPR050975,Sleep homeostasis regulator
A0A8M1FIH6,UPAR/Ly6 domain-containing protein,29073,Ursus maritimus,130,21,111,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8M1FIH6,UPAR/Ly6 domain-containing protein,29073,Ursus maritimus,130,21,98,IPR035076,Snake toxin/toxin-like
A0A8M1FIH6,UPAR/Ly6 domain-containing protein,29073,Ursus maritimus,130,16,100,IPR045860,Snake toxin-like superfamily
A0A8M1FIH6,UPAR/Ly6 domain-containing protein,29073,Ursus maritimus,130,1,129,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A1D2MG66,Uncharacterized protein,48709,Orchesella cincta,161,25,115,IPR045860,Snake toxin-like superfamily
A0A8C6S8Y4,UPAR/Ly6 domain-containing protein,47308,Neogobius melanostomus,120,41,109,IPR045860,Snake toxin-like superfamily
A0A9Q1AQP0,UPAR/Ly6 domain-containing protein,171643,Phrynocephalus forsythii,198,21,102,IPR004126,"Phospholipase A2 inhibitor, N-terminal domain"
A0A9Q1AQP0,UPAR/Ly6 domain-containing protein,171643,Phrynocephalus forsythii,198,20,115,IPR016054,Ly-6 antigen/uPA receptor-like
A0A9Q1AQP0,UPAR/Ly6 domain-containing protein,171643,Phrynocephalus forsythii,198,115,185,IPR016054,Ly-6 antigen/uPA receptor-like
A0A9Q1AQP0,UPAR/Ly6 domain-containing protein,171643,Phrynocephalus forsythii,198,17,105,IPR045860,Snake toxin-like superfamily
A0A9Q1AQP0,UPAR/Ly6 domain-containing protein,171643,Phrynocephalus forsythii,198,112,194,IPR045860,Snake toxin-like superfamily
A0A9Q1AQP0,UPAR/Ly6 domain-containing protein,171643,Phrynocephalus forsythii,198,3,193,IPR050918,CNF-like Phospholipase A2 Inhibitor
B2CM96,UPAR/Ly6 domain-containing protein,323754,Lissotriton montandoni,120,21,104,IPR016054,Ly-6 antigen/uPA receptor-like
B2CM96,UPAR/Ly6 domain-containing protein,323754,Lissotriton montandoni,120,17,107,IPR045860,Snake toxin-like superfamily
B2CM96,UPAR/Ly6 domain-containing protein,323754,Lissotriton montandoni,120,1,118,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0AAE9IVH0,Uncharacterized protein,6238,Caenorhabditis briggsae,124,23,101,IPR045860,Snake toxin-like superfamily
A0AAV6TU31,Uncharacterized protein,931172,Oedothorax gibbosus,146,27,118,IPR045860,Snake toxin-like superfamily
A0A4W4F8X7,LY6/PLAUR domain containing 6,8005,Electrophorus electricus,168,5,165,IPR039457,Ly6/PLAUR domain-containing protein 6-like
A0A4W4F8X7,LY6/PLAUR domain containing 6,8005,Electrophorus electricus,168,46,127,IPR045860,Snake toxin-like superfamily
A0A2K5K189,Lymphocyte antigen 6 complex locus protein G5c,336983,Colobus angolensis palliatus,148,59,140,IPR016054,Ly-6 antigen/uPA receptor-like
A0A2K5K189,Lymphocyte antigen 6 complex locus protein G5c,336983,Colobus angolensis palliatus,148,1,147,IPR026110,Lymphocyte antigen 6 complex locus protein G5c
A0A0L0C188,Uncharacterized protein,7375,Lucilia cuprina,151,24,121,IPR045860,Snake toxin-like superfamily
A0A1W0WA90,Protein sleepless,2072580,Hypsibius exemplaris,160,24,134,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A1W0WA90,Protein sleepless,2072580,Hypsibius exemplaris,160,21,87,IPR045860,Snake toxin-like superfamily
A0A1W0WA90,Protein sleepless,2072580,Hypsibius exemplaris,160,6,158,IPR050975,Sleep homeostasis regulator
A0A8C6VTI4,Uncharacterized protein,105023,Nothobranchius furzeri,101,18,99,IPR045860,Snake toxin-like superfamily
A0A8C6VTI4,Uncharacterized protein,105023,Nothobranchius furzeri,101,4,99,IPR056949,CD59 glycoprotein
A0AAV1NIF4,UPAR/Ly6 domain-containing protein,13677,Scomber scombrus,126,22,103,IPR016054,Ly-6 antigen/uPA receptor-like
A0AAV1NIF4,UPAR/Ly6 domain-containing protein,13677,Scomber scombrus,126,20,107,IPR045860,Snake toxin-like superfamily
A0AAV1NIF4,UPAR/Ly6 domain-containing protein,13677,Scomber scombrus,126,5,114,IPR046354,Sperm acrosome membrane-associated protein 4/Protein Bouncer
A0A8B9Y9Z6,UPAR/Ly6 domain-containing protein,30521,Bos mutus grunniens,131,47,127,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8B9Y9Z6,UPAR/Ly6 domain-containing protein,30521,Bos mutus grunniens,131,19,131,IPR029691,Prostate and testis expressed protein 2
A0A915K0A9,Uncharacterized protein,13658,Romanomermis culicivorax,184,53,123,IPR045860,Snake toxin-like superfamily
A0A0L8GM14,UPAR/Ly6 domain-containing protein,37653,Octopus bimaculoides,152,26,109,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A0L8GM14,UPAR/Ly6 domain-containing protein,37653,Octopus bimaculoides,152,25,110,IPR045860,Snake toxin-like superfamily
R7UXY0,UPAR/Ly6 domain-containing protein,283909,Capitella teleta,177,94,150,IPR045860,Snake toxin-like superfamily
A0A3M7RAU9,Snake toxin/toxin-like domain-containing protein,10195,Brachionus plicatilis,118,25,93,IPR035076,Snake toxin/toxin-like
A0A3M7RAU9,Snake toxin/toxin-like domain-containing protein,10195,Brachionus plicatilis,118,23,94,IPR045860,Snake toxin-like superfamily
A0A8C6UH22,UPAR/Ly6 domain-containing protein,47308,Neogobius melanostomus,135,17,93,IPR045860,Snake toxin-like superfamily
A0A8C6UH22,UPAR/Ly6 domain-containing protein,47308,Neogobius melanostomus,135,24,113,IPR046354,Sperm acrosome membrane-associated protein 4/Protein Bouncer
A0A5B7F6S9,Uncharacterized protein,210409,Portunus trituberculatus,159,3,96,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A5B7F6S9,Uncharacterized protein,210409,Portunus trituberculatus,159,2,97,IPR045860,Snake toxin-like superfamily
A0A5B7F6S9,Uncharacterized protein,210409,Portunus trituberculatus,159,2,125,IPR050975,Sleep homeostasis regulator
A0AAV6TZW7,UPAR/Ly6 domain-containing protein qvr,931172,Oedothorax gibbosus,144,31,117,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAV6TZW7,UPAR/Ly6 domain-containing protein qvr,931172,Oedothorax gibbosus,144,25,139,IPR050975,Sleep homeostasis regulator
A0A7J6BV57,MAC-inhibitory protein,369639,Onychostoma macrolepis,195,20,103,IPR016054,Ly-6 antigen/uPA receptor-like
A0A7J6BV57,MAC-inhibitory protein,369639,Onychostoma macrolepis,195,106,180,IPR016054,Ly-6 antigen/uPA receptor-like
A0A7J6BV57,MAC-inhibitory protein,369639,Onychostoma macrolepis,195,11,96,IPR045860,Snake toxin-like superfamily
A0A7J6BV57,MAC-inhibitory protein,369639,Onychostoma macrolepis,195,102,177,IPR045860,Snake toxin-like superfamily
A0A7J6BV57,MAC-inhibitory protein,369639,Onychostoma macrolepis,195,5,190,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0A7J6BV57,MAC-inhibitory protein,369639,Onychostoma macrolepis,195,7,106,IPR056949,CD59 glycoprotein
A0A814MDZ6,Snake toxin/toxin-like domain-containing protein,392030,Rotaria magnacalcarata,128,27,103,IPR035076,Snake toxin/toxin-like
A0A814MDZ6,Snake toxin/toxin-like domain-containing protein,392030,Rotaria magnacalcarata,128,26,103,IPR045860,Snake toxin-like superfamily
A0A814MDZ6,Snake toxin/toxin-like domain-containing protein,392030,Rotaria magnacalcarata,128,11,114,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A6P3QIN1,UPAR/Ly6 domain-containing protein,132908,Pteropus vampyrus,141,8,87,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6P3QIN1,UPAR/Ly6 domain-containing protein,132908,Pteropus vampyrus,141,95,130,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6P3QIN1,UPAR/Ly6 domain-containing protein,132908,Pteropus vampyrus,141,4,89,IPR029691,Prostate and testis expressed protein 2
U3FYR0,Three-finger toxin 10,8637,Micrurus fulvius,79,22,78,IPR003571,Snake three-finger toxin
U3FYR0,Three-finger toxin 10,8637,Micrurus fulvius,79,12,79,IPR045860,Snake toxin-like superfamily
U3FYR0,Three-finger toxin 10,8637,Micrurus fulvius,79,31,78,IPR054131,Snake toxin cobra-type
A0A4U1EQ14,UPAR/Ly6 domain-containing protein,40151,Monodon monoceros,171,5,170,IPR039457,Ly6/PLAUR domain-containing protein 6-like
A0A4U1EQ14,UPAR/Ly6 domain-containing protein,40151,Monodon monoceros,171,44,131,IPR045860,Snake toxin-like superfamily
A0AAJ8BAD2,UPAR/Ly6 domain-containing protein,8187,Lates calcarifer,132,24,108,IPR045860,Snake toxin-like superfamily
A0A8C9AIZ5,UPAR/Ly6 domain-containing protein,1328070,Prolemur simus,126,46,124,IPR016054,Ly-6 antigen/uPA receptor-like
A0A0H4BKI7,Three-finger toxin L.C,1240351,Micrurus laticollaris,79,12,79,IPR045860,Snake toxin-like superfamily
A0AA88MSJ9,Snake toxin/toxin-like domain-containing protein,64152,Channa striata,125,20,99,IPR035076,Snake toxin/toxin-like
A0AA88MSJ9,Snake toxin/toxin-like domain-containing protein,64152,Channa striata,125,16,104,IPR045860,Snake toxin-like superfamily
A0AA88MSJ9,Snake toxin/toxin-like domain-containing protein,64152,Channa striata,125,1,121,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A817RLA6,Protein quiver,392032,Rotaria socialis,132,20,105,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A817RLA6,Protein quiver,392032,Rotaria socialis,132,3,127,IPR050975,Sleep homeostasis regulator
A0A6P8XTS9,Uncharacterized protein LOC117639058,161013,Thrips palmi,159,26,129,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A6P8XTS9,Uncharacterized protein LOC117639058,161013,Thrips palmi,159,2,150,IPR050975,Sleep homeostasis regulator
A0A821MH53,Protein sleepless,345717,Pieris macdunnoughi,135,21,112,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A821MH53,Protein sleepless,345717,Pieris macdunnoughi,135,5,130,IPR050975,Sleep homeostasis regulator
A0A8S4E8V8,Protein sleepless,51655,Plutella xylostella,150,24,123,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A8S4E8V8,Protein sleepless,51655,Plutella xylostella,150,6,141,IPR050975,Sleep homeostasis regulator
A0A3P6S5P3,UPAR/Ly6 domain-containing protein,42156,Litomosoides sigmodontis,143,46,128,IPR045860,Snake toxin-like superfamily
A0A674F626,Snake toxin/toxin-like domain-containing protein,8032,Salmo trutta,168,62,130,IPR035076,Snake toxin/toxin-like
A0A674F626,Snake toxin/toxin-like domain-containing protein,8032,Salmo trutta,168,60,137,IPR045860,Snake toxin-like superfamily
A0AAV5UTY9,Uncharacterized protein,1538716,Pristionchus fissidentatus,123,19,101,IPR045860,Snake toxin-like superfamily
A0AAX6R7U6,UPAR/Ly6 domain-containing protein,10181,Heterocephalus glaber,178,59,145,IPR016054,Ly-6 antigen/uPA receptor-like
A0AAX6R7U6,UPAR/Ly6 domain-containing protein,10181,Heterocephalus glaber,178,59,145,IPR045860,Snake toxin-like superfamily
A0A8C0HCY2,Ly6/PLAUR domain-containing protein 6B,106734,Chelonoidis abingdonii,184,19,183,IPR039457,Ly6/PLAUR domain-containing protein 6-like
A0A8C0HCY2,Ly6/PLAUR domain-containing protein 6B,106734,Chelonoidis abingdonii,184,57,145,IPR045860,Snake toxin-like superfamily
Q98957,Cytotoxin 1a,8656,Naja atra,81,22,81,IPR003571,Snake three-finger toxin
Q98957,Cytotoxin 1a,8656,Naja atra,81,27,44,IPR003572,"Snake cytotoxin, cobra-type"
Q98957,Cytotoxin 1a,8656,Naja atra,81,45,60,IPR003572,"Snake cytotoxin, cobra-type"
Q98957,Cytotoxin 1a,8656,Naja atra,81,62,72,IPR003572,"Snake cytotoxin, cobra-type"
Q98957,Cytotoxin 1a,8656,Naja atra,81,73,80,IPR003572,"Snake cytotoxin, cobra-type"
Q98957,Cytotoxin 1a,8656,Naja atra,81,58,78,IPR018354,"Snake toxin, conserved site"
Q98957,Cytotoxin 1a,8656,Naja atra,81,22,81,IPR045860,Snake toxin-like superfamily
Q98957,Cytotoxin 1a,8656,Naja atra,81,31,81,IPR054131,Snake toxin cobra-type
A0A0X3PMB9,Protein sleepless,70667,Schistocephalus solidus,145,27,121,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A0X3PMB9,Protein sleepless,70667,Schistocephalus solidus,145,24,122,IPR045860,Snake toxin-like superfamily
A0A0X3PMB9,Protein sleepless,70667,Schistocephalus solidus,145,5,141,IPR050975,Sleep homeostasis regulator
A0A834DJF5,UPAR/Ly6 domain-containing protein,89673,Phyllostomus discolor,105,23,101,IPR016054,Ly-6 antigen/uPA receptor-like
A0A834DJF5,UPAR/Ly6 domain-containing protein,89673,Phyllostomus discolor,105,15,104,IPR029691,Prostate and testis expressed protein 2
A0A8J1JRA3,Snake toxin/toxin-like domain-containing protein,8364,Xenopus tropicalis,130,22,71,IPR018363,"CD59 antigen, conserved site"
A0A8J1JRA3,Snake toxin/toxin-like domain-containing protein,8364,Xenopus tropicalis,130,21,98,IPR035076,Snake toxin/toxin-like
A0A8J1JRA3,Snake toxin/toxin-like domain-containing protein,8364,Xenopus tropicalis,130,14,100,IPR045860,Snake toxin-like superfamily
A0A8J1JRA3,Snake toxin/toxin-like domain-containing protein,8364,Xenopus tropicalis,130,7,118,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A341B3Y3,UPAR/Ly6 domain-containing protein,1706337,Neophocaena asiaeorientalis asiaeorientalis,100,21,99,IPR016054,Ly-6 antigen/uPA receptor-like
Q7K326,GH27383p,7227,Drosophila melanogaster,180,92,148,IPR045860,Snake toxin-like superfamily
A0A6J0SDZ5,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,103695,Pogona vitticeps,180,77,167,IPR045860,Snake toxin-like superfamily
A0A6J0SDZ5,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,103695,Pogona vitticeps,180,26,140,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0A8C3BPT8,UPAR/Ly6 domain-containing protein,8855,Cairina moschata,124,18,107,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8C3BPT8,UPAR/Ly6 domain-containing protein,8855,Cairina moschata,124,19,68,IPR018363,"CD59 antigen, conserved site"
A0A8C3BPT8,UPAR/Ly6 domain-containing protein,8855,Cairina moschata,124,18,95,IPR035076,Snake toxin/toxin-like
A0A8C3BPT8,UPAR/Ly6 domain-containing protein,8855,Cairina moschata,124,17,97,IPR045860,Snake toxin-like superfamily
A0A8C3BPT8,UPAR/Ly6 domain-containing protein,8855,Cairina moschata,124,10,121,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A384CR58,Secreted Ly-6/uPAR domain-containing protein 2,29073,Ursus maritimus,97,23,95,IPR035076,Snake toxin/toxin-like
A0A384CR58,Secreted Ly-6/uPAR domain-containing protein 2,29073,Ursus maritimus,97,17,97,IPR045860,Snake toxin-like superfamily
A0A384CR58,Secreted Ly-6/uPAR domain-containing protein 2,29073,Ursus maritimus,97,1,96,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A6J0C3N4,Uncharacterized protein LOC107225154,441921,Neodiprion lecontei,168,40,137,IPR045860,Snake toxin-like superfamily
A0A6J0C3N4,Uncharacterized protein LOC107225154,441921,Neodiprion lecontei,168,38,155,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A2U3WJ57,UPAR/Ly6 domain-containing protein,9708,Odobenus rosmarus divergens,127,47,125,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8B9Q5C0,UPAR/Ly6 domain-containing protein,8824,Apteryx owenii,113,8,97,IPR016054,Ly-6 antigen/uPA receptor-like
