query	target	fident	alnlen	nident	mismatch	gapopen	qstart	qend	tstart	tend	qcov	tcov	evalue	bits
P25682	A0A6A4VVR2	0.189	58	11	37	2	15	62	102	159	0.762	0.337	1.099E-02	31
P25682	A0A1I7ZF94	0.183	87	16	44	4	2	62	21	106	0.968	0.500	1.099E-02	31
P25682	A0AAD3RDT6	0.195	82	16	46	5	2	63	49	130	0.984	0.474	1.099E-02	31
P25682	A0A8C2FB93	0.207	82	17	45	5	2	63	48	129	0.984	0.474	1.099E-02	31
P25682	A0A4W4HGS1	0.190	84	16	44	4	2	63	48	129	0.984	0.474	1.099E-02	31
P25682	A0A8C1YFI2	0.207	82	17	45	5	2	63	48	129	0.984	0.474	1.099E-02	31
P25682	A0A8C7VVB3	0.195	82	16	46	5	2	63	48	129	0.984	0.474	1.099E-02	31
P25682	A0AAN8R2J7	0.231	82	19	43	5	2	63	48	129	0.984	0.474	1.099E-02	31
P25682	A0AAZ3RVN4	0.195	82	16	46	5	2	63	48	129	0.984	0.474	1.099E-02	31
P25682	A0A368GWS4	0.166	84	14	49	2	1	63	27	110	1.000	0.486	1.099E-02	31
P25682	A0A8C6X7W0	0.170	82	14	48	3	2	63	53	134	0.984	0.474	1.099E-02	31
P25682	A0A674IX72	0.222	81	18	43	5	1	61	20	100	0.968	0.468	1.099E-02	31
P25682	A0A4W6FBF0	0.195	82	16	46	5	2	63	49	130	0.984	0.474	1.099E-02	31
P25682	A0A8D0EF31	0.170	82	14	48	3	2	63	52	133	0.984	0.471	1.099E-02	31
P25682	A0A9F2R3X8	0.170	82	14	48	3	2	63	52	133	0.984	0.471	1.099E-02	31
P25682	A0A814TXC6	0.236	76	18	40	5	3	62	78	151	0.952	0.425	1.099E-02	31
P25682	A0A8C6X7W8	0.170	82	14	48	3	2	63	52	133	0.984	0.471	1.099E-02	31
P25682	I3K1X6	0.207	82	17	45	5	2	63	48	129	0.984	0.469	1.099E-02	31
P25682	A0AAZ1XTV2	0.207	82	17	45	5	2	63	48	129	0.984	0.469	1.099E-02	31
P25682	A0A9D3PV70	0.219	82	18	44	5	2	63	48	129	0.984	0.469	1.099E-02	31
P25682	A0A3Q3CTX4	0.207	82	17	45	5	2	63	48	129	0.984	0.469	1.099E-02	31
P25682	A0A815C0A8	0.236	76	18	40	5	3	62	79	152	0.952	0.423	1.099E-02	31
P25682	A0A6I9ZF15	0.195	82	16	46	5	2	63	50	131	0.984	0.469	1.099E-02	31
P25682	A0A3P8RF39	0.207	82	17	45	5	2	63	48	129	0.984	0.469	1.099E-02	31
P25682	A0A667X6D5	0.228	83	19	43	5	2	63	48	130	0.984	0.472	1.099E-02	31
P25682	A0AAW0NK60	0.182	82	15	47	5	2	63	48	129	0.984	0.463	1.099E-02	31
P25682	A0A668S745	0.207	82	17	45	5	2	63	50	131	0.984	0.463	1.099E-02	31
P25682	A0A3B5QT17	0.182	82	15	47	5	2	63	48	129	0.984	0.461	1.099E-02	31
P25682	A0A2B4RTP6	0.197	86	17	45	4	1	62	94	179	0.984	0.480	1.099E-02	31
P25682	A0A8C5KAL9	0.195	82	16	46	5	2	63	57	138	0.984	0.458	1.099E-02	31
P25682	A0A670Z6V8	0.170	82	14	48	3	2	63	57	138	0.984	0.458	1.099E-02	31
P25682	G3WG58	0.172	81	14	48	3	2	63	59	139	0.984	0.450	1.099E-02	31
P25682	A0A5E4NAK2	0.192	83	16	47	4	1	63	44	126	1.000	0.461	1.099E-02	31
P25682	A0A5F8G6R2	0.195	82	16	46	5	2	63	59	140	0.984	0.453	1.099E-02	31
P25682	A0A8C5NX92	0.195	82	16	46	5	2	63	59	140	0.984	0.453	1.099E-02	31
P25682	A0A0N5A5B1	0.213	61	13	38	2	12	62	82	142	0.810	0.337	1.099E-02	31
P25682	A0A8B9BXD9	0.158	82	13	49	3	2	63	59	140	0.984	0.453	1.099E-02	31
P25682	A0A8C8YYL2	0.195	82	16	46	5	2	63	60	141	0.984	0.451	1.099E-02	31
P25682	A0A2I2UP64	0.195	82	16	46	5	2	63	60	141	0.984	0.451	1.099E-02	31
P25682	A0AAE1KBL3	0.195	92	18	42	3	1	62	69	158	0.984	0.495	1.099E-02	31
P25682	A0A553Q891	0.185	81	15	46	5	2	62	65	145	0.968	0.445	1.099E-02	31
P25682	A0A8C8YYX0	0.195	82	16	46	5	2	63	61	142	0.984	0.448	1.099E-02	31
P25682	A0A8C8YZ09	0.195	82	16	46	5	2	63	61	142	0.984	0.448	1.099E-02	31
P25682	A0A8D2ASW1	0.170	82	14	48	3	2	63	61	142	0.984	0.448	1.099E-02	31
P25682	A0A922MU10	0.250	76	19	39	4	1	62	73	144	0.984	0.389	1.099E-02	31
P25682	A0A060XI52	0.217	69	15	46	4	1	62	98	165	0.984	0.364	1.099E-02	31
P25682	H9G7N5	0.170	82	14	48	3	2	63	67	148	0.984	0.434	1.099E-02	31
P25682	A0A9W9YCS1	0.197	86	17	45	4	1	62	79	164	0.984	0.453	1.099E-02	31
P25682	A0A8B9TRT3	0.158	82	13	49	3	2	63	47	128	0.984	0.429	1.099E-02	31
P25682	A0A9D4I932	0.209	81	17	42	5	3	62	22	101	0.952	0.410	1.099E-02	31
P25682	A0A6P8HK04	0.188	85	16	46	5	1	62	20	104	0.984	0.436	1.099E-02	31
P25682	A0A8B8IDZ6	0.215	93	20	42	5	1	62	76	168	0.984	0.470	1.099E-02	31
P25682	A0AAW0H8C3	0.219	82	18	44	4	1	62	13	94	0.984	0.414	1.099E-02	31
P25682	A0A914AUD8	0.263	57	15	32	4	15	62	1	56	0.762	0.283	1.099E-02	31
P25682	A0A3M7PLQ8	0.282	39	11	27	1	1	38	21	59	0.603	0.639	1.515E-02	30
P25682	P0C1Y9	0.209	62	13	43	3	3	62	3	60	0.952	0.951	1.515E-02	30
P25682	P10808	0.211	52	11	33	3	11	62	20	63	0.825	0.688	1.515E-02	30
P25682	P38951	0.208	67	14	46	3	1	62	1	65	0.984	0.985	1.515E-02	30
P25682	P38952	0.208	67	14	46	3	1	62	1	65	0.984	0.985	1.515E-02	30
P25682	A0A8J4T8B0	0.319	47	15	27	2	17	62	10	52	0.730	0.623	1.515E-02	30
P25682	A0A8C6UUE5	0.255	47	12	32	2	17	62	6	50	0.730	0.616	1.515E-02	30
P25682	Q0GAI1	0.190	63	12	44	3	1	62	20	76	0.984	0.750	1.515E-02	30
P25682	Q0GAG6	0.190	63	12	44	3	1	62	20	76	0.984	0.750	1.515E-02	30
P25682	Q9PUB7	0.266	60	16	38	4	3	62	24	77	0.952	0.692	1.515E-02	30
P25682	U3F5E9	0.283	60	17	37	4	3	62	24	77	0.952	0.692	1.515E-02	30
P25682	Q0GAM3	0.212	66	14	44	3	1	62	20	81	0.984	0.765	1.515E-02	30
P25682	Q0GAM5	0.212	66	14	44	3	1	62	20	81	0.984	0.765	1.515E-02	30
P25682	G3EQ41	0.184	65	12	46	3	1	62	20	80	0.984	0.753	1.515E-02	30
P25682	Centipede3FTx_0098_984703	0.215	65	14	48	2	1	62	1	65	0.984	0.802	1.515E-02	30
P25682	A0A8D0BQD6	0.205	78	16	45	5	1	63	6	81	1.000	0.927	1.515E-02	30
P25682	A0A8J1IVG4	0.169	65	11	50	2	1	62	19	82	0.984	0.771	1.515E-02	30
P25682	A0A024AX16	0.226	53	12	36	3	12	62	33	82	0.810	0.602	1.515E-02	30
P25682	A0A8J1LWQ5	0.178	56	10	39	3	12	62	29	82	0.810	0.651	1.515E-02	30
P25682	G3EQ59	0.235	68	16	43	4	1	62	20	84	0.984	0.774	1.515E-02	30
P25682	Q0GAR6	0.230	65	15	43	1	5	62	21	85	0.921	0.765	1.515E-02	30
P25682	A0A8C8M8C8	0.144	69	10	50	3	1	63	20	85	1.000	0.776	1.515E-02	30
P25682	A0AAZ3RU95	0.267	71	19	43	5	1	62	14	84	0.984	0.826	1.515E-02	30
P25682	W8Q4I2	0.191	68	13	48	2	1	62	20	86	0.984	0.770	1.515E-02	30
P25682	W8Q4I6	0.191	68	13	48	2	1	62	20	86	0.984	0.770	1.515E-02	30
P25682	A0AAN8RF60	0.264	68	18	44	4	1	62	21	88	0.984	0.773	1.515E-02	30
P25682	Centipede3FTx_0030_61981	0.256	78	20	40	5	1	62	11	86	0.984	0.864	1.515E-02	30
P25682	A0A8C5YY14	0.232	43	10	29	1	24	62	15	57	0.619	0.489	1.515E-02	30
P25682	A0A4W6BLD8	0.260	69	18	43	6	1	62	20	87	0.984	0.773	1.515E-02	30
P25682	A0A814CR87	0.238	67	16	43	3	1	62	20	83	0.984	0.711	1.515E-02	30
P25682	A0A3B3V896	0.225	71	16	46	3	1	62	21	91	0.984	0.780	1.515E-02	30
P25682	A0A6G1PD89	0.236	72	17	45	4	1	62	21	92	0.984	0.783	1.515E-02	30
P25682	A0AAZ3P3T2	0.267	71	19	43	5	1	62	20	90	0.984	0.772	1.515E-02	30
P25682	A0AAV1P5E4	0.239	71	17	45	5	1	62	20	90	0.984	0.772	1.515E-02	30
P25682	A0A3S2PB37	0.267	71	19	43	5	1	62	20	90	0.984	0.772	1.515E-02	30
P25682	A0AA36GTP0	0.250	72	18	44	3	1	62	20	91	0.984	0.774	1.515E-02	30
P25682	A0A8K9UI45	0.229	74	17	46	5	1	63	20	93	1.000	0.796	1.515E-02	30
P25682	A0A8C3B2Y1	0.239	71	17	45	5	1	62	21	91	0.984	0.763	1.515E-02	30
P25682	A0A8C5I5S0	0.205	73	15	47	5	1	63	20	91	1.000	0.766	1.515E-02	30
P25682	A0A8C5I705	0.205	73	15	47	5	1	63	20	91	1.000	0.766	1.515E-02	30
P25682	A0A3B4B1H1	0.213	75	16	46	4	1	62	21	95	0.984	0.789	1.515E-02	30
P25682	A0A9N7Z7W2	0.253	71	18	44	5	1	62	20	90	0.984	0.740	1.515E-02	30
P25682	A0AAU9ZSA7	0.220	77	17	42	3	1	62	24	97	0.984	0.747	1.515E-02	30
P25682	A0A8J6A4P1	0.303	33	10	18	1	35	62	44	76	0.444	0.330	1.515E-02	30
P25682	M4AI92	0.282	78	22	37	5	4	62	8	85	0.937	0.772	1.515E-02	30
P25682	A0AA36GTW6	0.190	63	12	34	2	17	62	38	100	0.730	0.618	1.515E-02	30
P25682	A0A6A5G6V9	0.200	75	15	41	4	1	62	8	76	0.984	0.676	1.515E-02	30
P25682	A0AA35LFU9	0.205	73	15	46	5	2	62	22	94	0.968	0.716	1.515E-02	30
P25682	A0AAV7PG48	0.218	32	7	21	1	1	28	59	90	0.444	0.314	1.515E-02	30
P25682	A0AA47NAW7	0.239	71	17	45	5	1	62	32	102	0.984	0.683	1.515E-02	30
P25682	A0A9P1N5J7	0.187	80	15	47	2	1	62	18	97	0.984	0.762	1.515E-02	30
P25682	A0A3P9H1A8	0.246	77	19	44	5	1	63	29	105	1.000	0.726	1.515E-02	30
P25682	A0A8D2B8Y1	0.223	67	15	47	3	1	62	16	82	0.984	0.632	1.515E-02	30
P25682	A0A3P9H1F9	0.246	77	19	44	5	1	63	30	106	1.000	0.720	1.515E-02	30
P25682	A0A813S3W8	0.217	69	15	38	4	2	62	22	82	0.968	0.570	1.515E-02	30
P25682	A0AA35JXN4	0.208	72	15	45	4	3	62	27	98	0.952	0.661	1.515E-02	30
P25682	A0A0N4XE99	0.211	71	15	47	3	1	62	20	90	0.984	0.640	1.515E-02	30
P25682	A0A914DLS4	0.267	56	15	31	2	17	62	17	72	0.730	0.505	1.515E-02	30
P25682	A0A669DFC6	0.203	59	12	35	2	16	62	24	82	0.746	0.527	1.515E-02	30
P25682	A0A8J0QWK2	0.204	88	18	45	5	1	63	25	112	1.000	0.786	1.515E-02	30
P25682	A0AAW0MZ69	0.227	66	15	39	4	3	62	28	87	0.952	0.536	1.515E-02	30
P25682	A0A8B9H6S5	0.237	80	19	43	5	1	62	6	85	0.984	0.702	1.515E-02	30
P25682	A0AA39IQ51	0.256	74	19	42	4	1	62	20	92	0.984	0.640	1.515E-02	30
P25682	A0A4W4GG91	0.256	74	19	38	4	1	62	21	89	0.984	0.605	1.515E-02	30
P25682	Centipede3FTx_0066_1255758	0.253	83	21	41	7	1	62	9	91	0.984	0.728	1.515E-02	30
P25682	A0AAF3EKM5	0.242	70	17	45	3	1	62	19	88	0.984	0.609	1.515E-02	30
P25682	A0A481MQL9	0.184	65	12	44	3	6	62	44	107	0.905	0.552	1.515E-02	30
P25682	A0A8J4WHA5	0.189	74	14	44	4	2	62	23	93	0.968	0.612	1.515E-02	30
P25682	A0A4U5PH56	0.239	71	17	43	3	1	62	19	87	0.984	0.595	1.515E-02	30
P25682	A0A8J4WQA0	0.270	74	20	40	5	1	62	24	95	0.984	0.621	1.515E-02	30
P25682	A0A820DD82	0.236	72	17	43	5	1	62	23	92	0.984	0.598	1.515E-02	30
P25682	A0A3B4A966	0.192	83	16	44	6	2	62	18	99	0.968	0.701	1.515E-02	30
P25682	A0A814FUF5	0.232	73	17	41	4	3	62	21	91	0.952	0.602	1.515E-02	30
P25682	A0A818H758	0.219	73	16	42	4	3	62	21	91	0.952	0.602	1.515E-02	30
P25682	A0A2J8WG57	0.307	26	8	16	1	1	24	26	51	0.381	0.218	1.515E-02	30
P25682	A0A3Q2G7X0	0.225	71	16	46	4	1	62	23	93	0.984	0.592	1.515E-02	30
P25682	A0A3M7QKR0	0.236	76	18	42	5	2	62	22	96	0.968	0.625	1.515E-02	30
P25682	A0AAD6BEY7	0.188	69	13	49	3	1	62	19	87	0.984	0.575	1.515E-02	30
P25682	A0AAD9FBC6	0.188	69	13	49	3	1	62	19	87	0.984	0.575	1.515E-02	30
P25682	A0A2B4SHB6	0.190	84	16	41	3	6	62	37	120	0.905	0.700	1.515E-02	30
P25682	Centipede3FTx_0093_984703	0.297	84	25	38	5	1	63	20	103	1.000	0.700	1.515E-02	30
P25682	A0AAN8CVA0	0.188	69	13	49	3	1	62	19	87	0.984	0.575	1.515E-02	30
P25682	T1JCK3	0.223	76	17	45	6	1	62	20	95	0.984	0.628	1.515E-02	30
P25682	G3T2C5	0.210	76	16	43	5	3	62	23	97	0.952	0.615	1.515E-02	30
P25682	A0A8C9SF50	0.197	71	14	39	5	1	62	25	86	0.984	0.508	1.515E-02	30
P25682	A0AAD1RNS3	0.202	69	14	48	3	1	62	20	88	0.984	0.566	1.515E-02	30
P25682	A0A8J0QJE1	0.202	69	14	48	3	1	62	20	88	0.984	0.566	1.515E-02	30
P25682	A0A6P5J9D6	0.200	75	15	46	3	2	62	21	95	0.968	0.615	1.515E-02	30
P25682	A0A914F127	0.216	83	18	40	3	5	62	21	103	0.921	0.675	1.515E-02	30
P25682	A0A183H9Q9	0.259	81	21	41	5	1	62	22	102	0.984	0.659	1.515E-02	30
P25682	A0A3P8RRS6	0.241	62	15	34	4	13	62	31	91	0.794	0.496	1.515E-02	30
P25682	A0A8B7Q0J7	0.216	74	16	44	2	3	62	25	98	0.952	0.592	1.515E-02	30
P25682	A0A8C9DQB6	0.216	74	16	44	2	3	62	25	98	0.952	0.592	1.515E-02	30
P25682	A0A4W4GEQ1	0.192	83	16	44	6	2	62	15	96	0.968	0.656	1.515E-02	30
P25682	A0A060W0E9	0.231	82	19	43	5	1	62	20	101	0.984	0.656	1.515E-02	30
P25682	A0A8U0QR44	0.231	82	19	43	5	1	62	20	101	0.984	0.656	1.515E-02	30
P25682	A0A2Y9EBT0	0.202	74	15	45	2	3	62	25	98	0.952	0.592	1.515E-02	30
P25682	A0AAD8G3Q8	0.200	80	16	44	3	1	62	23	100	0.984	0.624	1.515E-02	30
P25682	A0AAD9FAP6	0.219	82	18	44	4	1	62	20	101	0.984	0.656	1.515E-02	30
P25682	A0A914RYS8	0.246	65	16	35	3	12	62	37	101	0.810	0.520	1.515E-02	30
P25682	A0AAN8BYZ9	0.219	82	18	44	4	1	62	20	101	0.984	0.656	1.515E-02	30
P25682	A0A2K6F9R6	0.216	74	16	44	2	3	62	25	98	0.952	0.592	1.515E-02	30
P25682	A0A6J2PYB9	0.215	79	17	44	4	1	62	24	101	0.984	0.624	1.515E-02	30
P25682	A0A6F9BBS9	0.231	82	19	43	5	1	62	20	101	0.984	0.651	1.515E-02	30
P25682	A0AAN8R5M9	0.231	82	19	43	5	1	62	20	101	0.984	0.651	1.515E-02	30
P25682	A0AAD3MBD5	0.250	72	18	43	6	1	62	54	124	0.984	0.563	1.515E-02	30
P25682	A0A8D0XCF2	0.278	61	17	31	4	14	62	38	97	0.778	0.476	1.515E-02	30
P25682	A0A340XW47	0.293	58	17	28	4	17	62	41	97	0.730	0.452	1.515E-02	30
P25682	A0A8J2M7D8	0.202	79	16	42	4	3	62	28	104	0.952	0.611	1.515E-02	30
P25682	A0A6P5Q229	0.258	58	15	30	4	17	62	41	97	0.730	0.449	1.515E-02	30
P25682	F7A6Y8	0.223	76	17	42	5	3	62	25	99	0.952	0.591	1.515E-02	30
P25682	Q80ZQ0	0.258	58	15	30	4	17	62	41	97	0.730	0.449	1.515E-02	30
P25682	A0AAV1P297	0.222	81	18	44	4	1	62	21	101	0.984	0.638	1.515E-02	30
P25682	A0A3B1JQ72	0.202	79	16	46	5	1	62	20	98	0.984	0.622	1.515E-02	30
P25682	A0A8C6HGA7	0.258	58	15	30	4	17	62	41	97	0.730	0.449	1.515E-02	30
P25682	A0A8B7YT39	0.218	87	19	41	6	1	62	21	105	0.984	0.664	1.515E-02	30
P25682	A0A9D4NDC9	0.263	76	20	42	5	1	62	21	96	0.984	0.594	1.515E-02	30
P25682	A0A8B8BYK6	0.229	87	20	41	5	1	62	21	106	0.984	0.672	1.515E-02	30
P25682	A0A9Q1FAM7	0.246	81	20	41	5	1	61	21	101	0.968	0.628	1.515E-02	30
P25682	A0A6I8QVY9	0.202	69	14	48	3	1	62	28	96	0.984	0.531	1.515E-02	30
P25682	A0A672TKV9	0.230	39	9	26	1	29	63	57	95	0.556	0.300	1.515E-02	30
P25682	A0AA85GIH0	0.204	93	19	43	5	1	62	19	111	0.984	0.715	1.515E-02	30
P25682	A0A815LFJ3	0.222	81	18	44	6	1	62	21	101	0.984	0.623	1.515E-02	30
P25682	A0A6J2PXN7	0.215	79	17	44	4	1	62	29	106	0.984	0.600	1.515E-02	30
P25682	A0AAD1RNR2	0.202	69	14	48	3	1	62	29	97	0.984	0.527	1.515E-02	30
P25682	A0A672ZNV7	0.262	61	16	32	4	15	63	51	110	0.778	0.455	1.515E-02	30
P25682	A0A9N9TUU1	0.178	84	15	47	6	1	62	25	108	0.984	0.636	1.515E-02	30
P25682	A0A9P0D8L1	0.220	86	19	42	6	1	62	21	105	0.984	0.644	1.515E-02	30
P25682	A0A0C2GZC8	0.196	61	12	36	1	16	63	42	102	0.762	0.462	1.515E-02	30
P25682	A0A8C2RF78	0.222	63	14	38	2	1	54	32	92	0.857	0.462	1.515E-02	30
P25682	A0A6J2PX11	0.215	79	17	44	4	1	62	31	108	0.984	0.591	1.515E-02	30
P25682	A0A672M7K7	0.204	83	17	43	6	2	62	19	100	0.968	0.617	1.515E-02	30
P25682	C3Y789	0.275	80	22	39	5	1	62	21	99	0.984	0.594	1.515E-02	30
P25682	A0A8S1H516	0.188	85	16	47	2	1	63	17	101	1.000	0.634	1.515E-02	30
P25682	A0A3Q3ELC3	0.227	79	18	43	6	1	62	31	108	0.984	0.582	1.515E-02	30
P25682	A0A8C2CPS3	0.192	83	16	44	6	2	62	17	98	0.968	0.607	1.515E-02	30
P25682	A0AA36AV77	0.272	88	24	38	5	1	62	24	111	0.984	0.647	1.515E-02	30
P25682	A0A9Q1DCX6	0.192	78	15	46	4	2	62	29	106	0.968	0.569	1.515E-02	30
P25682	A0AAW1EN27	0.182	82	15	46	6	2	62	23	104	0.968	0.599	1.515E-02	30
P25682	A0A3Q1EXR3	0.241	62	15	34	4	13	62	46	106	0.794	0.442	1.515E-02	30
P25682	H2YRT2	0.232	86	20	42	4	1	62	22	107	0.984	0.619	1.515E-02	30
P25682	A0A8C1UY91	0.192	83	16	44	6	2	62	23	104	0.968	0.590	1.515E-02	30
P25682	A0A8C1HJT2	0.192	83	16	44	6	2	62	23	104	0.968	0.590	1.515E-02	30
P25682	A0A7J6DF57	0.192	83	16	44	6	2	62	23	104	0.968	0.590	1.515E-02	30
P25682	A0A3Q2Q827	0.267	71	19	43	5	1	62	67	137	0.984	0.511	1.515E-02	30
P25682	A0A3P9HCB0	0.215	79	17	44	5	1	62	38	115	0.984	0.557	1.515E-02	30
P25682	A0A646QE61	0.235	85	20	42	5	1	62	24	108	0.984	0.607	1.515E-02	30
P25682	A0A672YAZ8	0.192	83	16	44	6	2	62	30	111	0.968	0.586	1.515E-02	30
P25682	A0AAD7WT87	0.202	69	14	48	3	1	62	36	104	0.984	0.489	1.515E-02	30
P25682	A0A9W7WZY3	0.192	83	16	44	6	2	62	24	105	0.968	0.582	1.515E-02	30
P25682	A0AAW2B7H0	0.192	83	16	44	6	2	62	23	104	0.968	0.582	1.515E-02	30
P25682	B4HPE6	0.190	84	16	46	3	1	62	7	90	0.984	0.592	1.515E-02	30
P25682	A0AAV4X378	0.215	93	20	42	4	1	62	18	110	0.984	0.655	1.515E-02	30
P25682	A0A8X6JZJ2	0.225	93	21	41	5	1	62	18	110	0.984	0.655	1.515E-02	30
P25682	A0A8X6MKI5	0.215	93	20	42	4	1	62	18	110	0.984	0.655	1.515E-02	30
P25682	A0A2R5LP04	0.204	93	19	43	4	1	62	18	110	0.984	0.655	1.515E-02	30
P25682	A0AAV2BIP9	0.215	93	20	42	4	1	62	19	111	0.984	0.650	1.515E-02	30
P25682	A0AAU9WL13	0.200	90	18	44	5	1	62	19	108	0.984	0.629	1.515E-02	30
P25682	A0AA85GG11	0.204	93	19	43	5	1	62	19	111	0.984	0.650	1.515E-02	30
P25682	A0A5K4F8A0	0.204	93	19	43	5	1	62	19	111	0.984	0.650	1.515E-02	30
P25682	A0A0T6B8I4	0.193	93	18	44	4	1	62	24	116	0.984	0.641	1.515E-02	30
P25682	A0A0B1TNI6	0.250	72	18	42	4	3	62	17	88	0.952	0.493	1.515E-02	30
P25682	A0AAW0ZJI0	0.236	93	22	40	6	1	62	22	114	0.984	0.637	1.515E-02	30
P25682	A0AA40KLB2	0.236	93	22	40	6	1	62	22	114	0.984	0.637	1.515E-02	30
P25682	A0A158P295	0.225	93	21	41	6	1	62	23	115	0.984	0.633	1.515E-02	30
P25682	A0AAN8CW46	0.197	81	16	43	6	3	62	42	121	0.952	0.544	1.515E-02	30
P25682	A0A6J2VYD7	0.192	83	16	44	6	2	62	23	104	0.968	0.554	1.515E-02	30
P25682	A0A5C6PCE1	0.217	78	17	45	5	1	62	31	108	0.984	0.527	1.515E-02	30
P25682	A0A3Q0T4P1	0.192	83	16	44	6	2	62	33	114	0.968	0.554	1.515E-02	30
P25682	A0A1A9UE70	0.193	93	18	44	4	1	62	22	114	0.984	0.628	1.515E-02	30
P25682	A0A9C6DYL2	0.193	93	18	44	4	1	62	23	115	0.984	0.624	1.515E-02	30
P25682	A0A1B0A2Z3	0.193	93	18	44	4	1	62	23	115	0.984	0.624	1.515E-02	30
P25682	A0A667WUC3	0.192	83	16	44	6	2	62	26	107	0.968	0.550	1.515E-02	30
P25682	A0A1B0GAD7	0.193	93	18	44	4	1	62	23	115	0.984	0.624	1.515E-02	30
P25682	A0A8C0GM08	0.202	79	16	45	5	1	62	47	124	0.984	0.520	1.515E-02	30
P25682	A0AAU9WI96	0.185	81	15	46	5	2	62	45	125	0.968	0.536	1.515E-02	30
P25682	A0AAU9XBH8	0.214	70	15	44	4	1	62	31	97	0.984	0.441	1.515E-02	30
P25682	A0A3B4BJW2	0.250	36	9	26	1	1	35	109	144	0.556	0.235	1.515E-02	30
P25682	A0A096NSN3	0.243	82	20	42	5	2	63	48	129	0.984	0.532	1.515E-02	30
P25682	A0A667HU38	0.214	84	18	44	4	1	62	26	109	0.984	0.542	1.515E-02	30
P25682	A0A3Q0SMJ8	0.190	84	16	44	4	2	63	48	129	0.984	0.529	1.515E-02	30
P25682	A0A3P9AFW6	0.192	83	16	44	6	2	62	23	104	0.968	0.522	1.515E-02	30
P25682	R4GC87	0.243	78	19	41	6	2	62	54	130	0.968	0.490	1.515E-02	30
P25682	A0A3B4E6Q7	0.192	83	16	44	6	2	62	32	113	0.968	0.522	1.515E-02	30
P25682	A0A0B1T0H7	0.239	71	17	40	4	6	62	52	122	0.905	0.452	1.515E-02	30
P25682	A0A3Q1IR94	0.217	78	17	45	5	1	62	48	125	0.984	0.494	1.515E-02	30
P25682	A0AA36AW88	0.272	88	24	38	5	1	62	46	133	0.984	0.557	1.515E-02	30
P25682	A0A2J8R6V2	0.182	82	15	46	4	2	62	30	111	0.968	0.519	1.515E-02	30
P25682	A0A915EI99	0.208	96	20	42	3	1	62	25	120	0.984	0.604	1.515E-02	30
P25682	A0A3Q2CLM3	0.192	83	16	44	6	2	62	47	128	0.968	0.516	1.515E-02	30
P25682	A0A6S7FYC7	0.202	94	19	43	6	1	63	22	114	1.000	0.585	1.515E-02	30
P25682	A0A6J3AIZ9	0.243	82	20	42	5	2	63	48	129	0.984	0.512	1.515E-02	30
P25682	A0A9W3GPU5	0.243	82	20	42	5	2	63	48	129	0.984	0.512	1.515E-02	30
P25682	A0A6P8JII6	0.178	84	15	47	3	1	62	30	113	0.984	0.512	1.515E-02	30
P25682	A0AAY5L0B1	0.207	82	17	45	5	1	62	58	139	0.984	0.500	1.515E-02	30
P25682	G1SUI1	0.243	82	20	42	5	2	63	42	123	0.984	0.497	1.515E-02	30
P25682	A0A8D2DQE4	0.175	80	14	46	3	3	62	40	119	0.952	0.482	1.515E-02	30
P25682	A0A6J1UG13	0.170	82	14	48	3	2	63	45	126	0.984	0.491	1.515E-02	30
P25682	A0A5A9P3G9	0.264	34	9	23	1	31	62	111	144	0.508	0.202	1.515E-02	30
P25682	A0A6B2E9J9	0.212	94	20	42	5	1	62	40	133	0.984	0.560	1.515E-02	30
P25682	A0A3B4B920	0.170	82	14	48	5	2	63	47	128	0.984	0.488	1.515E-02	30
P25682	A0A183FQ31	0.178	84	15	48	2	1	63	27	110	1.000	0.497	1.515E-02	30
P25682	A0A8C3IQH2	0.190	84	16	44	4	2	63	48	129	0.984	0.485	1.515E-02	30
P25682	A0A151M0N6	0.158	82	13	49	3	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A663N8U8	0.158	82	13	49	3	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A7J8FSZ5	0.195	82	16	46	5	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A8C8AQY6	0.158	82	13	49	3	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A3Q0HIH2	0.202	84	17	43	4	2	63	48	129	0.984	0.485	1.515E-02	30
P25682	A0A9J7H2E7	0.170	82	14	48	3	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A8B7JP58	0.146	82	12	50	3	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A8B6ZGF8	0.170	82	14	48	3	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A452HRL9	0.158	82	13	49	3	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	G1PB74	0.195	82	16	46	5	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A250XVL2	0.170	82	14	48	3	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A7J7XW70	0.195	82	16	46	5	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A6J0D1J4	0.170	82	14	48	3	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A6P5K578	0.170	82	14	48	3	2	63	47	128	0.984	0.485	1.515E-02	30
P25682	A0A7M4ELR5	0.158	82	13	49	3	2	63	47	128	0.984	0.485	1.515E-02	30
