identifier,is_transmembrane,is_helix,is_beta,has_signal,pfam,primary_interpro_id,primary_interpro_short_name,phylum,order
A0A504Y5G4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A504Y6C3,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A504Y8S3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A504YAR7,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A504YBY7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A504YCH7,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A504YEI6,False,False,False,False,PF00021;,IPR016054,LY6_UPA_recep-like,Platyhelminthes,Plagiorchiida
A0A504YHE4,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A504YLA4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A504YR38,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A504YUD3,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A504Z0I6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A504Z0L9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A504Z108,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A504Z1D6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Platyhelminthes,Plagiorchiida
A0A504Z8N5,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A504Z8T6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A504ZC23,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A504ZF73,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A513ZV75,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura
A0A513ZV83,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura
A0A513ZV95,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura
A0A553MWW6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A553N1G7,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Cypriniformes
A0A553N1H1,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Cypriniformes
A0A553N905,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Harpacticoida
A0A553N907,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Harpacticoida
A0A553NCU0,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553NJY1,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553NPQ1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553NQ89,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553NQV8,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553NR50,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553NR54,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553P0D0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Harpacticoida
A0A553P0H8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Harpacticoida
A0A553P5R1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553PDH5,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553PDI7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553PGI9,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553PH02,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553PMR4,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553PNN4,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553PPM9,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553PQ88,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553PQL1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553PRN8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Harpacticoida
A0A553PRQ5,False,False,False,False,PF00021;,IPR016054,LY6_UPA_recep-like,Arthropoda,Harpacticoida
A0A553PRY3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Harpacticoida
A0A553PT20,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Harpacticoida
A0A553PT36,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Harpacticoida
A0A553PTR6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Harpacticoida
A0A553PUU5,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553PVH5,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553PVV8,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553Q6L2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A553Q891,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A553Q8A7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A553QPP3,False,False,False,False,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553QTP1,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553QXQ1,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553QY78,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553QYE0,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553QYY0,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553R5M5,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A553R9Y3,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A556U4H0,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Siluriformes
A0A556U4H2,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Siluriformes
A0A556UGC7,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes
A0A556V1J9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes
A0A556V1L5,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes
A0A564Y009,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Cyclophyllidea
A0A564YI64,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A564YI66,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A564YKX2,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A564YU71,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Cyclophyllidea
A0A564Z0U3,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A564Z978,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A5A9MZ25,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9N1E7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A5A9N8P0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A5A9NMU1,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9P0L3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A5A9P3G9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A5A9P4X0,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Cypriniformes
A0A5A9P558,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Cypriniformes
A0A5A9P7U6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9P7W1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A5A9P9K2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A5A9PBE5,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A5A9PBN6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9PCL6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9PF26,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9PF36,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9PFK4,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9PFM2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9PFQ9,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9PHY3,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9PJ44,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes
A0A5A9PNS1,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9PRR0,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5A9PS98,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes
A0A5B7CKM9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Decapoda
A0A5B7D2X4,False,False,False,True,PF01064;,IPR045860,Snake_toxin-like_sf,Arthropoda,Decapoda
A0A5B7D422,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Decapoda
A0A5B7DT99,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Decapoda
A0A5B7EJP7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Decapoda
A0A5B7EJT0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Decapoda
A0A5B7F6S9,False,False,False,False,PF17064;,IPR031424,QVR-like,Arthropoda,Decapoda
A0A5B7FUR1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Decapoda
A0A5C6MXP9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Tetraodontiformes
A0A5C6N347,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Tetraodontiformes
A0A5C6NAF2,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Tetraodontiformes
A0A5C6NAQ2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Tetraodontiformes
A0A5C6NBI8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Tetraodontiformes
A0A5C6NF18,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Tetraodontiformes
A0A5C6NFC2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Tetraodontiformes
A0A5C6NH17,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Chordata,Tetraodontiformes
A0A5C6NIY0,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Tetraodontiformes
A0A5C6NVI9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Tetraodontiformes
A0A5C6P2E0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Tetraodontiformes
A0A5C6P966,False,False,False,True,,IPR016054,LY6_UPA_recep-like,Chordata,Tetraodontiformes
A0A5C6PBF7,False,False,False,True,,IPR016054,LY6_UPA_recep-like,Chordata,Tetraodontiformes
A0A5C6PCE1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Tetraodontiformes
A0A5C6PGP4,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Tetraodontiformes
A0A5C6PN94,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Tetraodontiformes
A0A5C6PQX5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Tetraodontiformes
A0A5E4A7E5,False,False,False,False,PF16975;,IPR039457,LYPD6-like,Chordata,Rodentia
A0A5E4A7T4,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Rodentia
A0A5E4A836,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Rodentia
A0A5E4A8D6,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Rodentia
A0A5E4B229,False,False,False,True,,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia
A0A5E4BBD3,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia
A0A5E4C1D8,False,False,False,True,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Rodentia
A0A5E4C1K9,False,False,False,True,,IPR038773,LY6G5B,Chordata,Rodentia
A0A5E4C203,False,False,False,True,PF16975;,IPR045860,Snake_toxin-like_sf,Chordata,Rodentia
A0A5E4C473,False,False,False,True,,IPR039237,LY6G6C,Chordata,Rodentia
A0A5E4M317,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4M6B2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4M857,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4M9I7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4MDH8,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4MHZ6,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4MVA2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4MZH3,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4N1F7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4N1P8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera
A0A5E4N1V0,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4NAK2,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Arthropoda,Hemiptera
A0A5E4NG84,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4NGU8,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4NJM4,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4NJZ2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4NK71,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4NPP4,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4NQK3,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A5E4PYN5,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A5E4PYU6,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A5E4PZA4,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A5E4Q076,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A5E4Q3I3,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A5E4Q426,False,False,False,True,,IPR016054,LY6_UPA_recep-like,Arthropoda,Lepidoptera
A0A5E4QAD1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A5E4QBD9,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A5E4QFT0,False,False,False,True,PF01064;,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A5F4VQR2,False,False,False,True,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A5F4W347,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A5F4WCR1,False,False,False,True,,IPR039237,LY6G6C,Chordata,Primates
A0A5F4WFB3,False,False,False,False,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A5F4WN29,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A5F5PF29,False,False,False,True,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Perissodactyla
A0A5F5PRQ3,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perissodactyla
A0A5F5XDC3,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Carnivora
A0A5F7ZEC1,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A5F7ZL10,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A5F7ZL90,False,False,False,True,PF00021;,IPR042339,Ly6D,Chordata,Primates
A0A5F8A4Z2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A5F8A8V3,False,False,False,True,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Primates
A0A5F8AKE3,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates
A0A5F8G6R2,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Didelphimorphia
A0A5F8GC22,False,False,False,True,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Didelphimorphia
A0A5F8GPC9,False,False,False,True,,IPR039237,LY6G6C,Chordata,Didelphimorphia
A0A5F8GWA7,False,False,False,True,,IPR026524,LY6G6d/LY6G6f,Chordata,Didelphimorphia
A0A5F8GWB7,False,False,False,True,,IPR039237,LY6G6C,Chordata,Didelphimorphia
A0A5F8GZR6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Didelphimorphia
A0A5F8H907,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Didelphimorphia
A0A5F9C9U2,False,False,False,True,,IPR038773,LY6G5B,Chordata,Lagomorpha
A0A5F9CAS3,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Lagomorpha
A0A5F9CJY7,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Lagomorpha
A0A5F9CX66,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Lagomorpha
A0A5F9D6S4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Lagomorpha
A0A5F9DFM9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Lagomorpha
A0A5F9DTH2,True,True,False,True,,IPR026524,LY6G6d/LY6G6f,Chordata,Lagomorpha
A0A5G2QPW9,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5G2QVJ9,False,False,False,True,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Artiodactyla
A0A5G3JTB9,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura
A0A5J4N8M7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A5J4ND94,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A5J4NDD2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A5J4NJT9,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A5J4NQX7,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A5J4NSW5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A5J4NT09,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A5J4NVZ6,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A5J5CC62,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Perciformes
A0A5J5CT00,False,False,False,False,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perciformes
A0A5J5CZ10,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Perciformes
A0A5J5DG99,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Perciformes
A0A5J5DKB2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Perciformes
A0A5J5MIT5,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Artiodactyla
A0A5J5MLB7,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Artiodactyla
A0A5J5MSE5,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5K1IB80,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A5K3EIF3,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A5K3END0,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A5K3EPV6,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A5K3EW14,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A5K3EWK0,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A5K3FB28,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A5K3FB48,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Cyclophyllidea
A0A5K3FHG7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Cyclophyllidea
A0A5K3FJ05,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A5K3FV82,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea
A0A5K4EGB2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Strigeidida
A0A5K4F4T3,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Strigeidida
A0A5K4F4W4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Strigeidida
A0A5K4F5A9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Strigeidida
A0A5K4F7D1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Strigeidida
A0A5K4F8A0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Strigeidida
A0A5K4F8R1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Strigeidida
A0A5K4F933,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Strigeidida
A0A5K4FBB0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Strigeidida
A0A5K4FFC2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Strigeidida
A0A5K4FGM3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Strigeidida
A0A5N3VJX4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Artiodactyla
A0A5N3VM58,False,False,False,False,PF02988;PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3VSK3,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3VW72,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3W0G9,False,False,False,True,,IPR039237,LY6G6C,Chordata,Artiodactyla
A0A5N3W0J2,False,False,False,True,,IPR026110,LY6G5C,Chordata,Artiodactyla
A0A5N3W5S8,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Artiodactyla
A0A5N3W680,False,False,False,True,,IPR026110,LY6G5C,Chordata,Artiodactyla
A0A5N3W8U0,False,False,False,True,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3W8U1,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3WAD4,False,False,False,True,PF00021;,IPR042339,Ly6D,Chordata,Artiodactyla
A0A5N3WAZ9,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3WCL2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3WE50,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3WGD7,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3WJA9,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Artiodactyla
A0A5N3WNV8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Artiodactyla
A0A5N3WQ44,False,False,False,True,,IPR039237,LY6G6C,Chordata,Artiodactyla
A0A5N3XBC5,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3XDZ2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3XEC3,False,False,False,True,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3XGA0,False,False,False,True,PF00021;,IPR042339,Ly6D,Chordata,Artiodactyla
A0A5N3XH24,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla
A0A5N3XS58,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Artiodactyla
A0A5N4A2X1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera
A0A5N4A3H5,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera
A0A5N4A3J2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera
A0A5N4A3L3,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera
