identifier,is_transmembrane,is_helix,is_beta,has_signal,organism_id,pfam,primary_interpro_id,primary_interpro_short_name,phylum,order,family,genus,species
A0A6F9CGU6,False,False,False,True,861768,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Salmoniformes,Salmonidae,Coregonus,Coregonus sp. 'balchen'
A0A6F9CPL4,False,False,False,True,861768,PF16975;,IPR016054,LY6_UPA_recep-like,Chordata,Salmoniformes,Salmonidae,Coregonus,Coregonus sp. 'balchen'
A0A6F9CQU1,False,False,False,True,861768,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Salmoniformes,Salmonidae,Coregonus,Coregonus sp. 'balchen'
A0A6F9CR25,False,False,False,True,861768,PF00125;PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Salmoniformes,Salmonidae,Coregonus,Coregonus sp. 'balchen'
A0A6F9CRU5,False,False,False,True,861768,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Salmoniformes,Salmonidae,Coregonus,Coregonus sp. 'balchen'
A0A6F9CS37,False,False,False,True,861768,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Salmoniformes,Salmonidae,Coregonus,Coregonus sp. 'balchen'
A0A6F9DJJ4,False,False,False,True,59560,,IPR045860,Snake_toxin-like_sf,Chordata,Phlebobranchia,Ascidiidae,Phallusia,Phallusia mammillata
A0A6G0HI44,False,False,False,True,215358,PF16975;,IPR039457,LYPD6-like,Chordata,,Sciaenidae,Larimichthys,Larimichthys crocea
A0A6G0ITJ9,False,False,False,False,215358,,IPR045860,Snake_toxin-like_sf,Chordata,,Sciaenidae,Larimichthys,Larimichthys crocea
A0A6G0TKG0,False,False,False,True,307491,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis glycines
A0A6G0TSS9,False,False,False,True,307491,PF16975;,IPR039457,LYPD6-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis glycines
A0A6G0UEL4,False,False,False,True,2598192,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida,Panagrolaimidae,Halicephalobus,Halicephalobus sp. NKZ332
A0A6G0UGY3,False,False,False,True,2598192,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida,Panagrolaimidae,Halicephalobus,Halicephalobus sp. NKZ332
A0A6G0Y7C5,False,False,False,True,307492,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis craccivora
A0A6G0YB70,False,False,False,True,307492,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis craccivora
A0A6G0YID2,False,False,False,True,307492,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis craccivora
A0A6G0YPW1,False,False,False,True,307492,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis craccivora
A0A6G0YQ80,False,False,False,True,307492,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis craccivora
A0A6G0YW78,False,False,False,True,307492,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis craccivora
A0A6G0Z012,False,False,False,True,307492,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis craccivora
A0A6G0Z0E6,False,False,False,True,307492,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis craccivora
A0A6G0Z1Y9,False,False,False,True,307492,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis craccivora
A0A6G0Z7J6,False,False,False,True,307492,PF16975;,IPR039457,LYPD6-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis craccivora
A0A6G0ZGM1,False,False,False,True,307492,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Aphis,Aphis craccivora
A0A6G1PD88,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1PD89,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1PDF2,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1PDS7,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1PE03,False,False,False,True,215402,,IPR016054,LY6_UPA_recep-like,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1PF56,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1PZA8,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1PZZ6,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1Q063,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1Q848,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1QHU4,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1QTU3,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1QUM4,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1QV67,False,False,False,True,215402,,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1QW10,False,False,False,True,215402,PF16975;,IPR039457,LYPD6-like,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1QX63,False,False,False,True,215402,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1QXC8,False,False,False,True,215402,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1QXR7,False,False,False,True,215402,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1QY89,False,False,False,True,215402,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1QYI6,False,False,False,True,215402,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1R0E8,False,False,False,True,215402,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anabantiformes,Channidae,Channa,Channa argus
A0A6G1RV77,False,False,False,True,2861861,PF16975;,IPR039457,LYPD6-like,Chordata,Gruiformes,Rallidae,Hypotaenidia,Hypotaenidia okinawae
A0A6G1S2M3,False,False,False,True,1867089,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Colubridae,Boiga,Boiga nigriceps
A0A6G1S2M9,False,False,False,True,1867089,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Colubridae,Boiga,Boiga nigriceps
A0A6G1S2N1,False,False,False,True,1867089,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Colubridae,Boiga,Boiga nigriceps
A0A6G1S327,False,False,False,True,1867089,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Colubridae,Boiga,Boiga nigriceps
A0A6G1S330,False,False,False,True,1867089,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Colubridae,Boiga,Boiga nigriceps
A0A6G1S3L8,False,False,False,True,1867089,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Colubridae,Boiga,Boiga nigriceps
A0A6G1S3T1,False,False,False,True,561515,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Eriophyidae,Aceria,Aceria tosichella
A0A6G1S4A6,False,False,False,True,1867089,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Colubridae,Boiga,Boiga nigriceps
A0A6G1S4C5,False,False,False,True,561515,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Eriophyidae,Aceria,Aceria tosichella
A0A6G1S6T5,False,False,False,True,561515,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Eriophyidae,Aceria,Aceria tosichella
A0A6G1S6Z8,False,False,False,True,561515,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Eriophyidae,Aceria,Aceria tosichella
A0A6G1S9D1,False,False,False,True,561515,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Eriophyidae,Aceria,Aceria tosichella
A0A6G1SL87,False,False,False,True,561515,,IPR045860,Snake_toxin-like_sf,Arthropoda,Trombidiformes,Eriophyidae,Aceria,Aceria tosichella
A0A6G5A094,False,False,False,True,6941,PF17064;,IPR031424,QVR-like,Arthropoda,Ixodida,Ixodidae,Rhipicephalus,Rhipicephalus microplus
A0A6G5A329,False,False,False,True,6941,PF17064;,IPR031424,QVR-like,Arthropoda,Ixodida,Ixodidae,Rhipicephalus,Rhipicephalus microplus
A0A6G5A576,False,False,False,True,6941,PF17064;,IPR031424,QVR-like,Arthropoda,Ixodida,Ixodidae,Rhipicephalus,Rhipicephalus microplus
A0A6G5A5X8,False,False,False,True,6941,PF17064;,IPR031424,QVR-like,Arthropoda,Ixodida,Ixodidae,Rhipicephalus,Rhipicephalus microplus
A0A6G5AGE7,False,False,False,True,6941,PF17064;,IPR031424,QVR-like,Arthropoda,Ixodida,Ixodidae,Rhipicephalus,Rhipicephalus microplus
A0A6G7S6M1,False,False,False,True,1242752,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera,Crambidae,Glyphodes,Glyphodes pyloalis
A0A6H5GH50,False,False,False,True,355587,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Miridae,Nesidiocoris,Nesidiocoris tenuis
A0A6H5HD54,False,False,False,True,355587,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Miridae,Nesidiocoris,Nesidiocoris tenuis
A0A6H5HDD0,False,False,False,True,355587,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Miridae,Nesidiocoris,Nesidiocoris tenuis
A0A6H5HFF5,False,False,False,True,355587,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Miridae,Nesidiocoris,Nesidiocoris tenuis
A0A6H5HIC9,False,False,False,True,355587,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Miridae,Nesidiocoris,Nesidiocoris tenuis
A0A6H5HXH1,False,False,False,True,355587,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Miridae,Nesidiocoris,Nesidiocoris tenuis
A0A6H5ID83,False,False,False,True,86971,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Trichogrammatidae,Trichogramma,Trichogramma brassicae
A0A6H5IUL8,False,False,False,True,86971,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Trichogrammatidae,Trichogramma,Trichogramma brassicae
A0A6H5J2L6,False,False,False,True,86971,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Trichogrammatidae,Trichogramma,Trichogramma brassicae
A0A6H5J5Q9,False,False,False,True,86971,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Trichogrammatidae,Trichogramma,Trichogramma brassicae
A0A6I8N2M3,False,False,False,True,9258,PF00087;,IPR042339,Ly6D,Chordata,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus
A0A6I8N3E9,False,False,False,True,9258,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus
A0A6I8ND62,False,False,False,True,9258,,IPR039237,LY6G6C,Chordata,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus
A0A6I8NHM6,False,False,False,True,9258,PF16975;,IPR039457,LYPD6-like,Chordata,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus
A0A6I8NPC1,False,False,False,True,9258,PF16975;,IPR039457,LYPD6-like,Chordata,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus
A0A6I8PP56,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8PR13,False,False,False,True,9258,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus
A0A6I8PST8,False,False,False,True,8364,PF16975;,IPR039457,LYPD6-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8PV61,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8Q102,False,False,False,True,8364,,IPR045860,Snake_toxin-like_sf,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8Q673,False,False,False,False,8364,,IPR045860,Snake_toxin-like_sf,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8Q7E6,False,False,False,False,8364,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8QVY9,False,False,False,True,8364,,IPR045860,Snake_toxin-like_sf,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8QZ65,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8R2P6,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8R478,False,False,False,True,8364,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8RF41,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8RFS5,False,False,False,True,8364,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8RJ01,False,False,False,True,8364,,IPR045860,Snake_toxin-like_sf,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8RYL8,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8S163,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8S7E4,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8SBU6,False,False,False,True,8364,,IPR045860,Snake_toxin-like_sf,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8SDI6,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8SI92,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8SRP0,False,False,False,True,8364,,IPR045860,Snake_toxin-like_sf,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8SSY1,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8SXG5,False,False,False,True,8364,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis
A0A6I8T4U3,False,False,False,True,7159,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti
A0A6I8T6V1,False,False,False,True,7159,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti
A0A6I8U3G8,False,False,False,True,7159,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Culicidae,Aedes,Aedes aegypti
A0A6I8UFL7,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8UK02,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8UK35,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8UK73,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8UKI6,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8UML3,False,False,False,True,46245,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8UTU9,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8UVN6,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8UXP0,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8UXR7,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8VUF7,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8VXB5,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I8W4H1,False,False,False,True,46245,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura
A0A6I9HBI3,False,False,False,True,48883,,IPR045860,Snake_toxin-like_sf,Chordata,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
A0A6I9HKW4,False,False,False,True,48883,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
A0A6I9HNY4,False,False,False,True,48883,,IPR016054,LY6_UPA_recep-like,Chordata,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
A0A6I9HSA1,False,False,False,True,48883,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
A0A6I9HSV0,False,False,False,True,48883,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
A0A6I9HTY3,False,False,False,True,48883,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
A0A6I9HUK6,False,False,False,True,48883,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
A0A6I9HUY7,False,False,False,True,48883,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
A0A6I9HUZ2,False,False,False,False,48883,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
A0A6I9HVY9,False,False,False,True,30538,PF16975;,IPR045860,Snake_toxin-like_sf,Chordata,Artiodactyla,Camelidae,Vicugna,Vicugna pacos
A0A6I9HW13,False,False,False,True,30538,PF16975;,IPR039457,LYPD6-like,Chordata,Artiodactyla,Camelidae,Vicugna,Vicugna pacos
A0A6I9IBJ7,False,False,False,True,30538,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla,Camelidae,Vicugna,Vicugna pacos
A0A6I9IFP2,False,False,False,True,30538,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla,Camelidae,Vicugna,Vicugna pacos
A0A6I9IFR3,False,False,False,True,30538,PF00021;,IPR042339,Ly6D,Chordata,Artiodactyla,Camelidae,Vicugna,Vicugna pacos
A0A6I9IPD0,False,False,False,True,30538,,IPR026524,LY6G6d/LY6G6f,Chordata,Artiodactyla,Camelidae,Vicugna,Vicugna pacos
A0A6I9IPF6,False,False,False,True,30538,,IPR039237,LY6G6C,Chordata,Artiodactyla,Camelidae,Vicugna,Vicugna pacos
A0A6I9IVN7,False,False,False,True,30538,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla,Camelidae,Vicugna,Vicugna pacos
A0A6I9L7K2,False,False,False,True,230844,PF16975;,IPR039457,LYPD6-like,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9LAV2,False,False,False,True,230844,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9LP51,False,False,False,True,230844,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9LS60,False,False,False,True,230844,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9LWH4,False,False,False,True,230844,PF00021;,IPR042339,Ly6D,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9LWR2,False,False,False,True,230844,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9M2V7,False,False,False,True,230844,,IPR026524,LY6G6d/LY6G6f,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9M4G0,False,False,False,True,230844,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9M898,False,False,False,True,230844,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9M8H4,False,False,False,True,230844,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9MEH3,False,False,False,True,230844,,IPR038773,LY6G5B,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9MHX5,False,False,False,True,8208,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9MJL9,False,False,False,True,230844,,IPR039237,LY6G6C,Chordata,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus
A0A6I9MMC2,False,False,False,True,8208,,IPR045860,Snake_toxin-like_sf,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9NB69,False,False,False,True,8208,,IPR045860,Snake_toxin-like_sf,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9NFH7,False,False,False,True,8208,PF16975;,IPR039457,LYPD6-like,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9NI52,False,False,False,True,8208,PF08917;,IPR045860,Snake_toxin-like_sf,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9NN56,False,False,False,True,8208,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9NS40,False,False,False,True,8208,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9NS44,False,False,False,True,8208,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9NSJ4,False,False,False,True,8208,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9NVT3,False,False,False,True,8208,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9NW68,False,False,False,True,8208,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9NW74,False,False,False,True,8208,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9NX54,False,False,False,True,8208,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9P3D7,False,False,False,True,8208,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9PF09,False,False,False,True,8208,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9PXF0,False,False,False,True,8208,,IPR045860,Snake_toxin-like_sf,Chordata,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps
A0A6I9V027,False,False,False,True,27457,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Tephritidae,Bactrocera,Bactrocera dorsalis
A0A6I9V6C3,False,False,False,True,27457,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Tephritidae,Bactrocera,Bactrocera dorsalis
A0A6I9V7E3,False,False,False,True,27457,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Tephritidae,Bactrocera,Bactrocera dorsalis
A0A6I9VAZ6,False,False,False,True,27457,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Tephritidae,Bactrocera,Bactrocera dorsalis
A0A6I9VTY7,False,False,False,True,27457,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Tephritidae,Bactrocera,Bactrocera dorsalis
A0A6I9VY45,False,False,False,True,144034,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex barbatus
A0A6I9W251,False,False,False,True,144034,PF16975;,IPR039457,LYPD6-like,Arthropoda,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex barbatus
A0A6I9W5R3,False,False,False,True,144034,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex barbatus
A0A6I9W7W3,False,False,False,True,144034,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex barbatus
A0A6I9WG93,False,False,False,True,144034,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex barbatus
A0A6I9WKQ8,False,False,False,True,144034,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex barbatus
A0A6I9WV53,False,False,False,True,144034,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex barbatus
