protein_id,protein_name,tax_id,scientific_name,sequence_length,domain_start,domain_end,signature_name,interpro_domain_name
A0A8C1EWU7,Serine/threonine-protein kinase receptor,630221,Cyprinus carpio carpio,513,18,117,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1EX61,Serine/threonine-protein kinase receptor,630221,Cyprinus carpio carpio,500,12,110,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1EXR8,Serine/threonine-protein kinase receptor,630221,Cyprinus carpio carpio,512,17,116,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1EXS5,Bone morphogenetic protein receptor type-2,630221,Cyprinus carpio carpio,1001,27,131,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A8C1EYB5,UPAR/Ly6 domain-containing protein,630221,Cyprinus carpio carpio,209,108,190,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1EYB5,UPAR/Ly6 domain-containing protein,630221,Cyprinus carpio carpio,209,18,101,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1EZ38,UPAR/Ly6 domain-containing protein,630221,Cyprinus carpio carpio,221,107,189,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1EZ38,UPAR/Ly6 domain-containing protein,630221,Cyprinus carpio carpio,221,19,101,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1EZG2,Si:ch211-113d22.2,7962,Cyprinus carpio,126,17,90,InterPro:IPR045860,Si:ch211-113d22.2
A0A8C1F0L5,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,532,58,148,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1F1F7,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,535,61,151,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1F1I6,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,498,24,114,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1F215,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,491,20,97,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1F3N2,Neuromast-expressed gpi-anchored lymphocyte antigen 6,630221,Cyprinus carpio carpio,210,18,105,InterPro:IPR045860,Neuromast-expressed gpi-anchored lymphocyte antigen 6
A0A8C1F3N2,Neuromast-expressed gpi-anchored lymphocyte antigen 6,630221,Cyprinus carpio carpio,210,109,190,InterPro:IPR045860,Neuromast-expressed gpi-anchored lymphocyte antigen 6
A0A8C1F4K6,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,510,46,140,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1F4R3,Serine/threonine-protein kinase receptor,630221,Cyprinus carpio carpio,498,10,108,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1F5H0,Activin receptor type-1C,630221,Cyprinus carpio carpio,498,20,95,InterPro:IPR045860,Activin receptor type-1C
A0A8C1F5I2,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,497,24,101,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1F6D2,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,486,24,99,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1F6P3,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,485,4,81,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1F7U2,Activin receptor type-1C,630221,Cyprinus carpio carpio,507,29,108,InterPro:IPR045860,Activin receptor type-1C
A0A8C1F7W2,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,471,3,74,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1F9C7,TGF-beta receptor type-1,630221,Cyprinus carpio carpio,477,8,81,InterPro:IPR045860,TGF-beta receptor type-1
A0A8C1F9E4,TGF-beta receptor type-1,630221,Cyprinus carpio carpio,498,29,102,InterPro:IPR045860,TGF-beta receptor type-1
A0A8C1FAH9,TGF-beta receptor type-1,630221,Cyprinus carpio carpio,478,25,99,InterPro:IPR045860,TGF-beta receptor type-1
A0A8C1FBJ5,TGF-beta receptor type-1,630221,Cyprinus carpio carpio,490,21,94,InterPro:IPR045860,TGF-beta receptor type-1
A0A8C1FE16,TGF-beta receptor type-1,630221,Cyprinus carpio carpio,491,22,95,InterPro:IPR045860,TGF-beta receptor type-1
A0A8C1FEY6,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,511,38,114,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1FFB8,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,502,31,108,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GCJ0,receptor protein serine/threonine kinase,7962,Cyprinus carpio,491,20,97,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GF23,receptor protein serine/threonine kinase,7962,Cyprinus carpio,473,1,76,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GGD0,TGF-beta receptor type-1,7962,Cyprinus carpio,477,8,81,InterPro:IPR045860,TGF-beta receptor type-1
A0A8C1GH34,receptor protein serine/threonine kinase,7962,Cyprinus carpio,502,31,108,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GHW6,TGF-beta receptor type-1,7962,Cyprinus carpio,500,30,104,InterPro:IPR045860,TGF-beta receptor type-1
A0A8C1GHY3,TGF-beta receptor type-1,7962,Cyprinus carpio,474,18,91,InterPro:IPR045860,TGF-beta receptor type-1
A0A8C1GNW8,receptor protein serine/threonine kinase,7962,Cyprinus carpio,511,38,114,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GQM1,receptor protein serine/threonine kinase,7962,Cyprinus carpio,535,61,151,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GQV6,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,546,19,134,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1GR26,receptor protein serine/threonine kinase,7962,Cyprinus carpio,532,58,148,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GR37,receptor protein serine/threonine kinase,7962,Cyprinus carpio,524,50,140,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GT93,receptor protein serine/threonine kinase,7962,Cyprinus carpio,497,23,113,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GUM1,receptor protein serine/threonine kinase,7962,Cyprinus carpio,528,54,144,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GUQ6,receptor protein serine/threonine kinase,7962,Cyprinus carpio,486,24,99,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GUZ1,receptor protein serine/threonine kinase,7962,Cyprinus carpio,529,55,145,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GXV3,receptor protein serine/threonine kinase,7962,Cyprinus carpio,497,24,101,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GXV6,receptor protein serine/threonine kinase,7962,Cyprinus carpio,550,74,153,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1GY13,receptor protein serine/threonine kinase,7962,Cyprinus carpio,471,2,77,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1H0Q4,Activin receptor type-1C,7962,Cyprinus carpio,499,20,98,InterPro:IPR045860,Activin receptor type-1C
A0A8C1H0S7,receptor protein serine/threonine kinase,7962,Cyprinus carpio,491,20,97,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1H270,Serine/threonine-protein kinase receptor,630221,Cyprinus carpio carpio,678,39,154,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1H270,Serine/threonine-protein kinase receptor,630221,Cyprinus carpio carpio,678,161,274,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1H2V8,receptor protein serine/threonine kinase,7962,Cyprinus carpio,495,18,96,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1H3L1,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,483,11,78,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1H7M5,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,517,45,138,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1H9E4,Bone morphogenetic protein receptor type-2,630221,Cyprinus carpio carpio,1002,26,130,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A8C1HF34,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,915,6,101,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1HHS5,UPAR/Ly6 domain-containing protein,630221,Cyprinus carpio carpio,127,22,107,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1HJ42,Snake toxin/toxin-like domain-containing protein,630221,Cyprinus carpio carpio,121,17,90,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A8C1HJT2,Ly6/PLAUR domain-containing protein 1-like,630221,Cyprinus carpio carpio,139,20,108,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 1-like
A0A8C1HQ03,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,493,26,126,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1HRU2,UPAR/Ly6 domain-containing protein,630221,Cyprinus carpio carpio,221,45,116,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1HRU8,UPAR/Ly6 domain-containing protein,630221,Cyprinus carpio carpio,301,40,114,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1HRU8,UPAR/Ly6 domain-containing protein,630221,Cyprinus carpio carpio,301,125,196,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1HS42,Si:dkeyp-80c12.8,630221,Cyprinus carpio carpio,96,24,96,InterPro:IPR045860,Si:dkeyp-80c12.8
A0A8C1HUM8,UPAR/Ly6 domain-containing protein,630221,Cyprinus carpio carpio,196,101,178,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1HUM8,UPAR/Ly6 domain-containing protein,630221,Cyprinus carpio carpio,196,17,96,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1HWU7,Serine/threonine-protein kinase receptor,630221,Cyprinus carpio carpio,466,20,118,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1HY85,Serine/threonine-protein kinase receptor,630221,Cyprinus carpio carpio,512,21,119,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1HYA1,Vacuolar fusion protein MON1 homolog,630221,Cyprinus carpio carpio,699,526,600,InterPro:IPR045860,Vacuolar fusion protein MON1 homolog
A0A8C1HYA1,Vacuolar fusion protein MON1 homolog,630221,Cyprinus carpio carpio,699,601,678,InterPro:IPR045860,Vacuolar fusion protein MON1 homolog
A0A8C1HYE0,MAC-inhibitory protein,630221,Cyprinus carpio carpio,133,33,111,InterPro:IPR045860,MAC-inhibitory protein
A0A8C1I021,receptor protein serine/threonine kinase,630221,Cyprinus carpio carpio,502,26,104,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1I5V4,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,598,22,141,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1I8T1,receptor protein serine/threonine kinase,7962,Cyprinus carpio,484,3,80,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1IB19,receptor protein serine/threonine kinase,7962,Cyprinus carpio,504,61,154,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1IBM3,Activin receptor type-1C,7962,Cyprinus carpio,504,29,108,InterPro:IPR045860,Activin receptor type-1C
A0A8C1IBP1,receptor protein serine/threonine kinase,7962,Cyprinus carpio,506,30,109,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1IBT9,receptor protein serine/threonine kinase,7962,Cyprinus carpio,502,26,104,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1ID72,Uncharacterized protein,7962,Cyprinus carpio,106,1,80,InterPro:IPR045860,Uncharacterized protein
A0A8C1IJT9,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,678,39,154,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1IJT9,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,678,161,274,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1IK20,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,199,105,181,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1IK20,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,199,17,97,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1IM35,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,193,96,169,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1IM35,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,193,18,93,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1IRM0,MAC-inhibitory protein,7962,Cyprinus carpio,122,25,102,InterPro:IPR045860,MAC-inhibitory protein
A0A8C1J7B0,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,105,3,83,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1J8A3,MAC-inhibitory protein,7962,Cyprinus carpio,123,21,101,InterPro:IPR045860,MAC-inhibitory protein
A0A8C1JGH7,receptor protein serine/threonine kinase,7962,Cyprinus carpio,525,53,146,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1JGU5,receptor protein serine/threonine kinase,7962,Cyprinus carpio,466,7,87,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1JGV7,receptor protein serine/threonine kinase,7962,Cyprinus carpio,525,56,149,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1JH10,receptor protein serine/threonine kinase,7962,Cyprinus carpio,513,41,134,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1JJ26,receptor protein serine/threonine kinase,7962,Cyprinus carpio,520,51,144,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1JJM5,receptor protein serine/threonine kinase,7962,Cyprinus carpio,528,60,153,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1JPM4,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,476,4,79,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1JPQ8,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,478,6,81,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1JQ90,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,471,1,74,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1JR37,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,494,21,97,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1JSC2,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,507,35,110,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1JSG5,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,474,2,77,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1JTC2,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,477,5,80,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1JTV2,Bone morphogenetic protein receptor type-2,7962,Cyprinus carpio,1027,27,131,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A8C1JUA8,Bone morphogenetic protein receptor type-2,7962,Cyprinus carpio,1070,34,138,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A8C1JVL2,Bone morphogenetic protein receptor type-2,7962,Cyprinus carpio,1063,27,131,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A8C1JWM1,Bone morphogenetic protein receptor type-2,7962,Cyprinus carpio,519,5,109,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A8C1K1I4,TGF-beta receptor type-2,7962,Cyprinus carpio,565,37,146,InterPro:IPR045860,TGF-beta receptor type-2
A0A8C1K275,Snake toxin/toxin-like domain-containing protein,7962,Cyprinus carpio,86,16,79,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A8C1K2L7,MAC-inhibitory protein,7962,Cyprinus carpio,108,31,107,InterPro:IPR045860,MAC-inhibitory protein
A0A8C1K6N5,Uncharacterized protein,7962,Cyprinus carpio,89,19,89,InterPro:IPR045860,Uncharacterized protein
A0A8C1K6U6,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,130,20,109,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1K8M8,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,125,19,100,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1KBC7,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,129,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1KFR2,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,528,20,120,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1KG50,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,513,19,119,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1KGP0,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,536,20,120,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1KH14,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,501,14,114,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1KHH8,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,518,24,124,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1KIP2,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,526,13,113,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1KLP9,Activin types I and II receptor domain-containing protein,7962,Cyprinus carpio,326,25,121,InterPro:IPR045860,Activin types I and II receptor domain-containing protein
A0A8C1KLQ6,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,490,5,105,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1KNS6,Activin types I and II receptor domain-containing protein,7962,Cyprinus carpio,322,19,119,InterPro:IPR045860,Activin types I and II receptor domain-containing protein
A0A8C1KSJ2,MAC-inhibitory protein,7962,Cyprinus carpio,158,58,136,InterPro:IPR045860,MAC-inhibitory protein
A0A8C1KXE2,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,124,58,106,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1KXE2,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,124,10,58,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1KXS0,Uncharacterized protein,7962,Cyprinus carpio,153,84,135,InterPro:IPR045860,Uncharacterized protein
A0A8C1KXS0,Uncharacterized protein,7962,Cyprinus carpio,153,16,79,InterPro:IPR045860,Uncharacterized protein
A0A8C1KXT1,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,199,17,101,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1KXT1,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,199,105,181,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1KZR6,Bone morphogenetic protein receptor type-2,7962,Cyprinus carpio,1028,27,131,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A8C1L0K4,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,199,17,101,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1L0K4,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,199,105,180,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1L0L3,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,198,104,180,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1L0L3,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,198,17,96,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1L0M6,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,508,16,115,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1L1C7,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,498,11,110,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1L1T1,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,499,7,106,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1L1W9,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,508,19,118,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1L1X3,Snake toxin/toxin-like domain-containing protein,7962,Cyprinus carpio,92,17,90,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A8C1L2B7,Snake toxin/toxin-like domain-containing protein,7962,Cyprinus carpio,88,13,86,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A8C1L2C7,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,192,85,170,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1L306,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,502,14,113,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1L383,MAC-inhibitory protein,7962,Cyprinus carpio,94,18,94,InterPro:IPR045860,MAC-inhibitory protein
A0A8C1L385,MAC-inhibitory protein,7962,Cyprinus carpio,94,18,94,InterPro:IPR045860,MAC-inhibitory protein
A0A8C1L389,Si:dkeyp-80c12.8,7962,Cyprinus carpio,104,17,87,InterPro:IPR045860,Si:dkeyp-80c12.8
A0A8C1L4A1,Bone morphogenetic protein receptor type-2,7962,Cyprinus carpio,1069,34,138,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A8C1L4P0,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,515,23,122,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1L7E3,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,561,69,168,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1L9W4,Ly6/PLAUR domain-containing protein 1,7962,Cyprinus carpio,216,97,181,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 1
A0A8C1LAY6,receptor protein serine/threonine kinase,7962,Cyprinus carpio,504,27,105,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1LB21,Ly6/PLAUR domain-containing protein 1-like,7962,Cyprinus carpio,140,20,109,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 1-like
A0A8C1LBF4,receptor protein serine/threonine kinase,7962,Cyprinus carpio,495,18,96,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1LBY5,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,126,19,102,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1LD36,receptor protein serine/threonine kinase,7962,Cyprinus carpio,498,21,99,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1LD96,Ly6/PLAUR domain-containing protein 1-like,7962,Cyprinus carpio,129,8,98,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 1-like
A0A8C1LDK4,receptor protein serine/threonine kinase,7962,Cyprinus carpio,496,26,104,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1LDL4,receptor protein serine/threonine kinase,7962,Cyprinus carpio,503,26,104,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1LG07,receptor protein serine/threonine kinase,7962,Cyprinus carpio,491,14,92,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A8C1LI14,Si:ch211-113d22.2,7962,Cyprinus carpio,126,17,93,InterPro:IPR045860,Si:ch211-113d22.2
A0A8C1LPT7,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,146,52,128,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1LPT7,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,146,7,46,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1LTG6,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,482,20,106,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1LVD8,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,530,58,154,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1LXU9,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,206,30,101,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1M249,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,209,108,190,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1M249,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,209,18,101,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1MFV2,BMP and activin membrane-bound inhibitor homolog,7962,Cyprinus carpio,255,25,121,InterPro:IPR045860,BMP and activin membrane-bound inhibitor homolog
A0A8C1MPB9,Activin receptor type-1,7962,Cyprinus carpio,483,9,90,InterPro:IPR045860,Activin receptor type-1
A0A8C1MQ95,Activin receptor type-1,7962,Cyprinus carpio,498,22,105,InterPro:IPR045860,Activin receptor type-1
A0A8C1MSN1,Activin receptor type-1,7962,Cyprinus carpio,508,27,112,InterPro:IPR045860,Activin receptor type-1
A0A8C1MVB5,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,542,71,167,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1MW02,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,550,79,175,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1MXB1,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,511,34,127,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1MYL3,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,516,45,141,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1MYP9,Serine/threonine-protein kinase receptor,7962,Cyprinus carpio,521,50,146,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A8C1MZN8,MAC-inhibitory protein,7962,Cyprinus carpio,263,19,96,InterPro:IPR045860,MAC-inhibitory protein
A0A8C1MZN8,MAC-inhibitory protein,7962,Cyprinus carpio,263,102,178,InterPro:IPR045860,MAC-inhibitory protein
A0A8C1N0I3,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,199,17,100,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1N0I3,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,199,106,181,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1N245,MAC-inhibitory protein,7962,Cyprinus carpio,263,11,96,InterPro:IPR045860,MAC-inhibitory protein
A0A8C1N245,MAC-inhibitory protein,7962,Cyprinus carpio,263,102,178,InterPro:IPR045860,MAC-inhibitory protein
A0A8C1N2Q5,Activin receptor type-1C,7962,Cyprinus carpio,491,21,95,InterPro:IPR045860,Activin receptor type-1C
A0A8C1N329,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,227,17,100,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1N329,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,227,116,192,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1N4F1,Activin receptor type-1C,7962,Cyprinus carpio,483,13,87,InterPro:IPR045860,Activin receptor type-1C
A0A8C1N5C3,Activin receptor type-1C,7962,Cyprinus carpio,495,26,99,InterPro:IPR045860,Activin receptor type-1C
A0A8C1N601,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,143,97,143,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1N601,UPAR/Ly6 domain-containing protein,7962,Cyprinus carpio,143,11,89,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A8C1N6N7,MAC-inhibitory protein,7962,Cyprinus carpio,225,100,176,InterPro:IPR045860,MAC-inhibitory protein
